timestamp_s,event_type,robot_id,task_id,strategy,latency_ms
30.000,allocation_run,,,ahe_mrta_v3,1.02
35.000,allocation_run,,,ahe_mrta_v3,0.74
40.000,allocation_run,,,ahe_mrta_v3,0.24
45.000,allocation_run,,,ahe_mrta_v3,0.27
50.000,allocation_run,,,ahe_mrta_v3,0.27
55.000,allocation_run,,,ahe_mrta_v3,0.17
60.000,allocation_run,,,ahe_mrta_v3,0.58
65.000,allocation_run,,,ahe_mrta_v3,0.72
70.000,allocation_run,,,ahe_mrta_v3,0.55
75.000,allocation_run,,,ahe_mrta_v3,0.45
75.000,robot_failure,robot_2,,ahe_mrta_v3,0.00
80.000,allocation_run,,,ahe_mrta_v3,0.54
85.000,allocation_run,,,ahe_mrta_v3,0.57
90.000,allocation_run,,,ahe_mrta_v3,0.41
95.000,allocation_run,,,ahe_mrta_v3,0.44
100.000,allocation_run,,,ahe_mrta_v3,0.32
105.000,allocation_run,,,ahe_mrta_v3,0.37
110.000,allocation_run,,,ahe_mrta_v3,0.54
115.000,allocation_run,,,ahe_mrta_v3,0.43
120.000,allocation_run,,,ahe_mrta_v3,0.64
125.000,allocation_run,,,ahe_mrta_v3,0.51
130.000,allocation_run,,,ahe_mrta_v3,0.49
135.000,allocation_run,,,ahe_mrta_v3,0.46
140.000,allocation_run,,,ahe_mrta_v3,0.49
145.000,allocation_run,,,ahe_mrta_v3,0.46
150.000,allocation_run,,,ahe_mrta_v3,0.36
155.000,allocation_run,,,ahe_mrta_v3,0.68
160.000,allocation_run,,,ahe_mrta_v3,0.53
165.000,allocation_run,,,ahe_mrta_v3,0.55
170.000,allocation_run,,,ahe_mrta_v3,0.56
175.000,allocation_run,,,ahe_mrta_v3,0.68
180.001,allocation_run,,,ahe_mrta_v3,0.43
185.000,allocation_run,,,ahe_mrta_v3,0.68
190.000,allocation_run,,,ahe_mrta_v3,0.58
195.000,allocation_run,,,ahe_mrta_v3,0.59
200.000,allocation_run,,,ahe_mrta_v3,0.56
205.000,allocation_run,,,ahe_mrta_v3,0.56
210.000,allocation_run,,,ahe_mrta_v3,0.51
