timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,1.38
35.000,ahe_mrta_v3,2,10,0.74
40.000,ahe_mrta_v3,3,10,0.27
45.000,ahe_mrta_v3,4,10,0.43
50.000,ahe_mrta_v3,5,10,0.62
55.000,ahe_mrta_v3,6,10,0.65
60.000,ahe_mrta_v3,7,10,2.59
65.000,ahe_mrta_v3,8,10,2.19
70.000,ahe_mrta_v3,9,9,2.61
75.000,ahe_mrta_v3,10,9,2.61
80.000,ahe_mrta_v3,11,7,2.52
85.000,ahe_mrta_v3,12,7,2.11
90.000,ahe_mrta_v3,13,5,1.81
95.000,ahe_mrta_v3,14,5,1.44
100.000,ahe_mrta_v3,15,5,1.62
105.000,ahe_mrta_v3,16,5,2.01
110.000,ahe_mrta_v3,17,5,1.39
115.000,ahe_mrta_v3,18,5,2.04
120.000,ahe_mrta_v3,19,5,1.00
125.000,ahe_mrta_v3,20,5,0.99
130.000,ahe_mrta_v3,21,5,1.27
135.000,ahe_mrta_v3,22,5,1.27
140.000,ahe_mrta_v3,23,5,1.51
145.002,ahe_mrta_v3,24,6,1.01
150.000,ahe_mrta_v3,25,7,0.86
155.000,ahe_mrta_v3,26,6,0.64
160.000,ahe_mrta_v3,27,6,0.80
165.000,ahe_mrta_v3,28,3,1.06
