timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
35.000,ahe_mrta_v3,1,10,0.79
40.000,ahe_mrta_v3,2,10,0.62
45.000,ahe_mrta_v3,3,10,0.21
50.000,ahe_mrta_v3,4,10,0.72
55.000,ahe_mrta_v3,5,10,0.55
60.000,ahe_mrta_v3,6,10,0.61
65.000,ahe_mrta_v3,7,10,0.67
70.000,ahe_mrta_v3,8,10,0.53
75.000,ahe_mrta_v3,9,10,0.73
80.000,ahe_mrta_v3,10,8,0.52
85.000,ahe_mrta_v3,11,8,0.59
90.000,ahe_mrta_v3,12,8,0.56
95.000,ahe_mrta_v3,13,8,0.52
100.000,ahe_mrta_v3,14,8,0.47
105.000,ahe_mrta_v3,15,8,0.50
110.000,ahe_mrta_v3,16,8,0.40
115.000,ahe_mrta_v3,17,8,0.38
120.000,ahe_mrta_v3,18,8,0.47
125.000,ahe_mrta_v3,19,8,0.43
130.000,ahe_mrta_v3,20,8,0.56
135.001,ahe_mrta_v3,21,8,0.52
140.000,ahe_mrta_v3,22,8,0.88
145.000,ahe_mrta_v3,23,8,0.88
150.000,ahe_mrta_v3,24,8,0.49
155.000,ahe_mrta_v3,25,8,0.70
160.000,ahe_mrta_v3,26,8,0.63
165.000,ahe_mrta_v3,27,8,0.58
170.000,ahe_mrta_v3,28,8,0.50
175.000,ahe_mrta_v3,29,7,0.87
