timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,6.13
35.000,ahe_mrta_v3,2,10,3.28
40.000,ahe_mrta_v3,3,10,0.18
45.001,ahe_mrta_v3,4,10,2.51
50.002,ahe_mrta_v3,5,10,3.06
55.000,ahe_mrta_v3,6,10,2.06
60.000,ahe_mrta_v3,7,10,2.09
65.000,ahe_mrta_v3,8,10,2.01
70.000,ahe_mrta_v3,9,10,1.68
75.000,ahe_mrta_v3,10,8,2.05
80.000,ahe_mrta_v3,11,8,2.38
85.000,ahe_mrta_v3,12,8,1.75
90.000,ahe_mrta_v3,13,8,1.32
95.000,ahe_mrta_v3,14,8,1.24
100.000,ahe_mrta_v3,15,8,1.56
105.000,ahe_mrta_v3,16,7,1.51
110.000,ahe_mrta_v3,17,7,1.45
115.000,ahe_mrta_v3,18,5,1.40
120.000,ahe_mrta_v3,19,7,1.41
125.000,ahe_mrta_v3,20,7,0.94
130.000,ahe_mrta_v3,21,6,0.77
135.000,ahe_mrta_v3,22,6,0.86
140.000,ahe_mrta_v3,23,6,0.83
145.000,ahe_mrta_v3,24,6,1.01
