timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,1.13
35.000,ahe_mrta_v3,2,10,0.86
40.000,ahe_mrta_v3,3,10,0.28
45.000,ahe_mrta_v3,4,10,0.20
50.000,ahe_mrta_v3,5,10,0.22
55.000,ahe_mrta_v3,6,10,0.28
60.000,ahe_mrta_v3,7,10,0.86
65.000,ahe_mrta_v3,8,10,0.57
70.000,ahe_mrta_v3,9,10,0.52
75.000,ahe_mrta_v3,10,8,0.84
80.000,ahe_mrta_v3,11,8,1.38
85.001,ahe_mrta_v3,12,8,1.14
90.000,ahe_mrta_v3,13,8,0.63
95.000,ahe_mrta_v3,14,8,0.74
100.000,ahe_mrta_v3,15,8,0.84
105.000,ahe_mrta_v3,16,8,0.70
110.000,ahe_mrta_v3,17,8,0.59
115.000,ahe_mrta_v3,18,8,0.88
120.000,ahe_mrta_v3,19,8,0.81
125.000,ahe_mrta_v3,20,8,0.99
130.000,ahe_mrta_v3,21,8,0.67
135.000,ahe_mrta_v3,22,8,0.92
140.000,ahe_mrta_v3,23,8,1.00
145.000,ahe_mrta_v3,24,8,0.71
150.000,ahe_mrta_v3,25,8,0.69
