timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,8,5.68
60.000,ahe_mrta_v3,2,10,1.98
65.000,ahe_mrta_v3,3,10,1.50
70.001,ahe_mrta_v3,4,10,1.17
75.000,ahe_mrta_v3,5,8,0.92
80.000,ahe_mrta_v3,6,8,1.64
85.000,ahe_mrta_v3,7,6,0.77
90.000,ahe_mrta_v3,8,8,1.65
95.000,ahe_mrta_v3,9,7,1.81
100.000,ahe_mrta_v3,10,6,1.81
105.000,ahe_mrta_v3,11,6,1.26
110.000,ahe_mrta_v3,12,5,0.97
115.000,ahe_mrta_v3,13,4,2.00
120.000,ahe_mrta_v3,14,4,1.58
125.000,ahe_mrta_v3,15,4,1.70
130.000,ahe_mrta_v3,16,4,1.34
135.000,ahe_mrta_v3,17,4,1.49
140.000,ahe_mrta_v3,18,4,1.18
145.000,ahe_mrta_v3,19,4,1.81
150.000,ahe_mrta_v3,20,5,1.47
155.000,ahe_mrta_v3,21,4,0.90
160.000,ahe_mrta_v3,22,4,0.80
165.000,ahe_mrta_v3,23,4,1.21
170.000,ahe_mrta_v3,24,4,1.09
175.000,ahe_mrta_v3,25,4,0.46
180.000,ahe_mrta_v3,26,4,0.67
185.000,ahe_mrta_v3,27,3,0.68
