timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,5,2.93
35.000,ahe_mrta_v3,2,10,2.68
40.000,ahe_mrta_v3,3,10,1.32
45.000,ahe_mrta_v3,4,10,1.28
50.000,ahe_mrta_v3,5,10,1.36
55.000,ahe_mrta_v3,6,10,1.54
60.000,ahe_mrta_v3,7,10,1.44
65.000,ahe_mrta_v3,8,10,1.02
70.000,ahe_mrta_v3,9,8,1.27
75.000,ahe_mrta_v3,10,7,1.24
80.000,ahe_mrta_v3,11,7,1.23
85.000,ahe_mrta_v3,12,7,0.87
90.000,ahe_mrta_v3,13,7,1.38
95.000,ahe_mrta_v3,14,7,0.77
100.000,ahe_mrta_v3,15,7,0.71
105.000,ahe_mrta_v3,16,6,0.77
110.000,ahe_mrta_v3,17,6,0.91
115.000,ahe_mrta_v3,18,5,1.17
120.000,ahe_mrta_v3,19,5,0.72
125.000,ahe_mrta_v3,20,5,0.67
130.000,ahe_mrta_v3,21,5,0.48
135.000,ahe_mrta_v3,22,5,0.51
140.000,ahe_mrta_v3,23,5,0.73
145.000,ahe_mrta_v3,24,5,0.54
150.000,ahe_mrta_v3,25,5,0.82
155.000,ahe_mrta_v3,26,5,0.42
160.000,ahe_mrta_v3,27,5,0.74
