timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,6,4.29
35.000,ahe_mrta_v3,2,6,0.51
40.000,ahe_mrta_v3,3,6,0.33
45.000,ahe_mrta_v3,4,6,0.35
50.000,ahe_mrta_v3,5,6,0.37
55.000,ahe_mrta_v3,6,6,0.58
60.000,ahe_mrta_v3,7,8,0.90
65.000,ahe_mrta_v3,8,8,0.75
70.000,ahe_mrta_v3,9,8,1.82
75.000,ahe_mrta_v3,10,8,2.05
80.000,ahe_mrta_v3,11,6,0.85
85.000,ahe_mrta_v3,12,6,0.85
90.000,ahe_mrta_v3,13,8,1.19
95.002,ahe_mrta_v3,14,7,1.02
100.000,ahe_mrta_v3,15,6,0.87
105.000,ahe_mrta_v3,16,7,0.79
110.001,ahe_mrta_v3,17,7,0.95
115.000,ahe_mrta_v3,18,6,0.88
120.000,ahe_mrta_v3,19,6,0.76
125.000,ahe_mrta_v3,20,6,0.62
130.000,ahe_mrta_v3,21,5,0.81
135.000,ahe_mrta_v3,22,5,0.72
140.000,ahe_mrta_v3,23,5,0.77
145.000,ahe_mrta_v3,24,5,0.87
150.000,ahe_mrta_v3,25,5,0.70
155.000,ahe_mrta_v3,26,4,0.91
160.000,ahe_mrta_v3,27,4,0.46
165.000,ahe_mrta_v3,28,4,0.49
170.000,ahe_mrta_v3,29,4,0.63
175.000,ahe_mrta_v3,30,4,0.65
180.000,ahe_mrta_v3,31,4,0.61
185.000,ahe_mrta_v3,32,4,0.68
190.000,ahe_mrta_v3,33,4,0.94
195.000,ahe_mrta_v3,34,4,0.87
200.000,ahe_mrta_v3,35,4,0.62
