timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,5,2.42
35.000,ahe_mrta_v3,2,7,1.58
40.000,ahe_mrta_v3,3,7,0.58
45.000,ahe_mrta_v3,4,6,0.37
50.000,ahe_mrta_v3,5,6,0.53
55.000,ahe_mrta_v3,6,5,0.36
60.000,ahe_mrta_v3,7,9,2.00
65.000,ahe_mrta_v3,8,9,1.01
70.000,ahe_mrta_v3,9,7,0.68
75.000,ahe_mrta_v3,10,6,0.97
80.000,ahe_mrta_v3,11,6,0.73
85.000,ahe_mrta_v3,12,6,0.76
90.000,ahe_mrta_v3,13,6,0.95
95.000,ahe_mrta_v3,14,5,0.97
100.000,ahe_mrta_v3,15,5,0.88
105.000,ahe_mrta_v3,16,5,0.74
110.000,ahe_mrta_v3,17,5,0.91
115.000,ahe_mrta_v3,18,5,0.90
120.000,ahe_mrta_v3,19,5,0.95
125.000,ahe_mrta_v3,20,5,0.72
130.000,ahe_mrta_v3,21,4,0.65
135.000,ahe_mrta_v3,22,4,0.72
140.000,ahe_mrta_v3,23,4,1.86
145.000,ahe_mrta_v3,24,4,0.84
150.000,ahe_mrta_v3,25,4,0.79
155.000,ahe_mrta_v3,26,4,0.46
160.000,ahe_mrta_v3,27,4,0.74
165.000,ahe_mrta_v3,28,4,0.77
