timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
35.000,ahe_mrta_v3,1,7,4.18
40.000,ahe_mrta_v3,2,7,0.53
45.000,ahe_mrta_v3,3,7,0.28
50.000,ahe_mrta_v3,4,7,0.34
55.000,ahe_mrta_v3,5,7,0.36
60.000,ahe_mrta_v3,6,7,0.34
65.000,ahe_mrta_v3,7,9,1.04
70.000,ahe_mrta_v3,8,10,0.83
75.000,ahe_mrta_v3,9,8,0.58
80.000,ahe_mrta_v3,10,6,0.48
85.000,ahe_mrta_v3,11,5,0.62
90.000,ahe_mrta_v3,12,5,0.63
95.000,ahe_mrta_v3,13,7,0.78
100.000,ahe_mrta_v3,14,6,0.75
105.000,ahe_mrta_v3,15,6,0.76
110.000,ahe_mrta_v3,16,6,0.67
115.000,ahe_mrta_v3,17,5,0.56
120.000,ahe_mrta_v3,18,5,0.74
125.000,ahe_mrta_v3,19,5,0.67
130.000,ahe_mrta_v3,20,4,0.80
135.000,ahe_mrta_v3,21,4,0.64
140.000,ahe_mrta_v3,22,4,0.71
145.000,ahe_mrta_v3,23,4,0.89
150.000,ahe_mrta_v3,24,4,0.72
155.000,ahe_mrta_v3,25,4,0.68
160.000,ahe_mrta_v3,26,4,0.68
165.000,ahe_mrta_v3,27,4,0.54
170.000,ahe_mrta_v3,28,4,1.01
175.000,ahe_mrta_v3,29,4,0.56
180.000,ahe_mrta_v3,30,4,0.44
185.000,ahe_mrta_v3,31,4,0.53
190.000,ahe_mrta_v3,32,4,0.39
195.000,ahe_mrta_v3,33,4,0.55
200.000,ahe_mrta_v3,34,3,0.82
