timestamp_s,strategy,alloc_num,footprint_bytes
35.000,ahe_mrta_v3,1,72
65.000,ahe_mrta_v3,2,80
70.000,ahe_mrta_v3,3,80
75.000,ahe_mrta_v3,4,80
80.000,ahe_mrta_v3,5,72
85.000,ahe_mrta_v3,6,68
90.000,ahe_mrta_v3,7,68
95.000,ahe_mrta_v3,8,68
100.000,ahe_mrta_v3,9,60
105.000,ahe_mrta_v3,10,64
110.000,ahe_mrta_v3,11,60
115.000,ahe_mrta_v3,12,56
120.000,ahe_mrta_v3,13,56
125.000,ahe_mrta_v3,14,52
130.000,ahe_mrta_v3,15,56
135.000,ahe_mrta_v3,16,52
140.000,ahe_mrta_v3,17,56
145.000,ahe_mrta_v3,18,52
150.000,ahe_mrta_v3,19,56
155.000,ahe_mrta_v3,20,48
160.000,ahe_mrta_v3,21,56
165.000,ahe_mrta_v3,22,52
170.000,ahe_mrta_v3,23,52
175.000,ahe_mrta_v3,24,56
180.000,ahe_mrta_v3,25,60
185.000,ahe_mrta_v3,26,64
190.000,ahe_mrta_v3,27,64
195.000,ahe_mrta_v3,28,60
200.001,ahe_mrta_v3,29,52
