timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
35.000,ahe_mrta_v3,1,10,0.74
40.000,ahe_mrta_v3,2,10,0.53
45.000,ahe_mrta_v3,3,10,0.73
50.000,ahe_mrta_v3,4,10,0.83
55.000,ahe_mrta_v3,5,10,0.56
60.000,ahe_mrta_v3,6,10,0.73
65.000,ahe_mrta_v3,7,10,0.77
70.000,ahe_mrta_v3,8,10,0.42
75.000,ahe_mrta_v3,9,10,0.82
80.000,ahe_mrta_v3,10,10,0.45
85.000,ahe_mrta_v3,11,8,0.98
90.000,ahe_mrta_v3,12,7,0.66
95.000,ahe_mrta_v3,13,6,0.47
100.000,ahe_mrta_v3,14,6,0.60
105.000,ahe_mrta_v3,15,6,0.41
110.000,ahe_mrta_v3,16,5,0.77
115.000,ahe_mrta_v3,17,5,0.86
120.000,ahe_mrta_v3,18,5,0.82
125.000,ahe_mrta_v3,19,6,0.76
130.000,ahe_mrta_v3,20,5,0.75
135.000,ahe_mrta_v3,21,5,0.46
140.000,ahe_mrta_v3,22,5,0.93
