timestamp_s,event_type,robot_id,task_id,strategy,latency_ms
30.000,allocation_run,,,ahe_mrta_v3,1.08
35.000,allocation_run,,,ahe_mrta_v3,0.85
40.000,allocation_run,,,ahe_mrta_v3,0.22
45.000,allocation_run,,,ahe_mrta_v3,0.69
50.000,allocation_run,,,ahe_mrta_v3,0.71
55.000,allocation_run,,,ahe_mrta_v3,0.23
60.000,allocation_run,,,ahe_mrta_v3,0.69
65.000,allocation_run,,,ahe_mrta_v3,0.67
70.000,allocation_run,,,ahe_mrta_v3,0.77
75.000,allocation_run,,,ahe_mrta_v3,0.79
78.000,robot_failure,robot_2,,ahe_mrta_v3,0.00
80.000,allocation_run,,,ahe_mrta_v3,0.71
85.000,allocation_run,,,ahe_mrta_v3,1.06
90.000,allocation_run,,,ahe_mrta_v3,1.24
95.000,allocation_run,,,ahe_mrta_v3,0.89
100.000,allocation_run,,,ahe_mrta_v3,1.04
105.000,allocation_run,,,ahe_mrta_v3,0.57
110.000,allocation_run,,,ahe_mrta_v3,0.62
115.000,allocation_run,,,ahe_mrta_v3,0.85
120.000,allocation_run,,,ahe_mrta_v3,1.18
125.000,allocation_run,,,ahe_mrta_v3,0.94
130.000,allocation_run,,,ahe_mrta_v3,1.07
135.000,allocation_run,,,ahe_mrta_v3,0.70
140.000,allocation_run,,,ahe_mrta_v3,1.16
145.000,allocation_run,,,ahe_mrta_v3,0.73
