timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,1.16
35.000,ahe_mrta_v3,2,10,0.69
40.000,ahe_mrta_v3,3,10,0.59
45.000,ahe_mrta_v3,4,10,0.84
50.000,ahe_mrta_v3,5,10,0.70
55.000,ahe_mrta_v3,6,10,0.71
60.000,ahe_mrta_v3,7,10,0.68
65.001,ahe_mrta_v3,8,10,0.70
70.000,ahe_mrta_v3,9,10,0.90
75.000,ahe_mrta_v3,10,10,0.67
80.000,ahe_mrta_v3,11,8,0.71
85.000,ahe_mrta_v3,12,8,0.99
90.000,ahe_mrta_v3,13,7,0.59
95.000,ahe_mrta_v3,14,6,1.83
100.000,ahe_mrta_v3,15,7,2.15
105.000,ahe_mrta_v3,16,6,1.55
110.000,ahe_mrta_v3,17,6,1.63
115.000,ahe_mrta_v3,18,6,1.06
120.000,ahe_mrta_v3,19,6,1.17
125.000,ahe_mrta_v3,20,6,1.39
130.000,ahe_mrta_v3,21,5,0.72
240.026,ahe_mrta_v3,22,5,0.80
245.000,ahe_mrta_v3,23,1,0.91
250.000,ahe_mrta_v3,24,5,0.63
255.000,ahe_mrta_v3,25,5,0.53
290.001,ahe_mrta_v3,26,5,0.59
295.000,ahe_mrta_v3,27,5,0.47
305.000,ahe_mrta_v3,28,5,0.48
335.000,ahe_mrta_v3,29,3,0.56
350.000,ahe_mrta_v3,30,3,0.49
365.000,ahe_mrta_v3,31,2,0.50
380.000,ahe_mrta_v3,32,2,0.48
405.000,ahe_mrta_v3,33,1,0.25
455.000,ahe_mrta_v3,34,1,0.56
505.000,ahe_mrta_v3,35,1,0.63
550.000,ahe_mrta_v3,36,1,0.63
595.000,ahe_mrta_v3,37,1,0.65
745.000,ahe_mrta_v3,38,1,0.63
790.000,ahe_mrta_v3,39,1,0.57
835.000,ahe_mrta_v3,40,1,0.62
880.000,ahe_mrta_v3,41,1,0.62
930.000,ahe_mrta_v3,42,1,0.61
