timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,1.18
35.000,ahe_mrta_v3,2,10,0.66
40.000,ahe_mrta_v3,3,10,0.28
45.001,ahe_mrta_v3,4,10,0.29
50.000,ahe_mrta_v3,5,10,0.22
55.000,ahe_mrta_v3,6,10,0.24
60.000,ahe_mrta_v3,7,10,0.58
65.000,ahe_mrta_v3,8,10,0.78
70.000,ahe_mrta_v3,9,9,0.69
75.000,ahe_mrta_v3,10,10,0.75
80.000,ahe_mrta_v3,11,8,0.53
85.000,ahe_mrta_v3,12,8,0.54
90.000,ahe_mrta_v3,13,8,0.42
95.000,ahe_mrta_v3,14,8,0.54
100.000,ahe_mrta_v3,15,8,0.48
105.000,ahe_mrta_v3,16,8,0.56
110.000,ahe_mrta_v3,17,8,0.49
115.000,ahe_mrta_v3,18,8,0.67
120.000,ahe_mrta_v3,19,8,0.63
125.000,ahe_mrta_v3,20,8,0.61
130.000,ahe_mrta_v3,21,8,0.50
135.000,ahe_mrta_v3,22,8,0.37
140.000,ahe_mrta_v3,23,8,0.55
145.000,ahe_mrta_v3,24,8,0.52
150.000,ahe_mrta_v3,25,8,0.54
155.000,ahe_mrta_v3,26,8,0.81
160.000,ahe_mrta_v3,27,8,0.70
165.000,ahe_mrta_v3,28,8,0.66
170.000,ahe_mrta_v3,29,8,0.67
175.000,ahe_mrta_v3,30,8,0.76
180.000,ahe_mrta_v3,31,8,0.69
185.000,ahe_mrta_v3,32,8,0.81
190.000,ahe_mrta_v3,33,8,0.70
195.000,ahe_mrta_v3,34,8,0.72
200.000,ahe_mrta_v3,35,8,0.43
205.000,ahe_mrta_v3,36,8,0.58
210.000,ahe_mrta_v3,37,7,0.60
215.000,ahe_mrta_v3,38,7,0.64
