timestamp_s,strategy,alloc_num,footprint_bytes
30.000,ahe_mrta_v3,1,68
35.000,ahe_mrta_v3,2,72
60.000,ahe_mrta_v3,3,80
65.000,ahe_mrta_v3,4,84
70.000,ahe_mrta_v3,5,76
75.000,ahe_mrta_v3,6,64
80.000,ahe_mrta_v3,7,64
85.000,ahe_mrta_v3,8,60
90.000,ahe_mrta_v3,9,72
95.000,ahe_mrta_v3,10,72
100.000,ahe_mrta_v3,11,72
105.000,ahe_mrta_v3,12,68
110.000,ahe_mrta_v3,13,64
115.000,ahe_mrta_v3,14,64
120.000,ahe_mrta_v3,15,64
125.000,ahe_mrta_v3,16,64
130.000,ahe_mrta_v3,17,60
135.000,ahe_mrta_v3,18,56
140.000,ahe_mrta_v3,19,60
145.000,ahe_mrta_v3,20,60
150.000,ahe_mrta_v3,21,60
155.000,ahe_mrta_v3,22,60
160.000,ahe_mrta_v3,23,56
165.000,ahe_mrta_v3,24,52
170.000,ahe_mrta_v3,25,48
