timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,8,2.52
60.000,ahe_mrta_v3,2,10,0.90
65.000,ahe_mrta_v3,3,9,1.17
70.000,ahe_mrta_v3,4,8,0.86
75.000,ahe_mrta_v3,5,6,0.75
80.000,ahe_mrta_v3,6,4,0.60
85.000,ahe_mrta_v3,7,4,0.88
90.001,ahe_mrta_v3,8,6,0.60
95.000,ahe_mrta_v3,9,5,0.62
100.000,ahe_mrta_v3,10,6,1.70
105.000,ahe_mrta_v3,11,6,1.52
110.000,ahe_mrta_v3,12,6,1.63
115.001,ahe_mrta_v3,13,4,1.12
120.000,ahe_mrta_v3,14,4,1.35
125.000,ahe_mrta_v3,15,4,1.39
130.000,ahe_mrta_v3,16,4,0.88
135.000,ahe_mrta_v3,17,4,0.87
140.000,ahe_mrta_v3,18,2,1.12
