timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,7.60
35.000,ahe_mrta_v3,2,10,2.81
40.000,ahe_mrta_v3,3,10,3.27
45.000,ahe_mrta_v3,4,10,3.38
50.000,ahe_mrta_v3,5,10,2.27
55.000,ahe_mrta_v3,6,9,3.00
60.000,ahe_mrta_v3,7,9,2.78
65.000,ahe_mrta_v3,8,9,2.83
70.000,ahe_mrta_v3,9,8,2.21
75.000,ahe_mrta_v3,10,5,2.65
80.000,ahe_mrta_v3,11,5,2.68
85.000,ahe_mrta_v3,12,6,2.95
90.000,ahe_mrta_v3,13,5,1.80
95.000,ahe_mrta_v3,14,5,0.95
100.000,ahe_mrta_v3,15,5,0.91
105.000,ahe_mrta_v3,16,5,0.86
110.000,ahe_mrta_v3,17,5,0.68
115.000,ahe_mrta_v3,18,5,0.60
120.000,ahe_mrta_v3,19,5,0.63
125.000,ahe_mrta_v3,20,5,0.59
130.000,ahe_mrta_v3,21,5,0.66
135.000,ahe_mrta_v3,22,5,0.66
140.000,ahe_mrta_v3,23,5,0.66
145.000,ahe_mrta_v3,24,5,0.73
