timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,5,3.15
35.000,ahe_mrta_v3,2,10,1.71
40.000,ahe_mrta_v3,3,10,1.28
45.000,ahe_mrta_v3,4,10,1.15
50.000,ahe_mrta_v3,5,10,0.97
55.000,ahe_mrta_v3,6,10,0.98
60.000,ahe_mrta_v3,7,10,0.81
65.000,ahe_mrta_v3,8,9,0.90
70.000,ahe_mrta_v3,9,8,1.18
75.000,ahe_mrta_v3,10,6,0.93
80.000,ahe_mrta_v3,11,5,0.77
85.000,ahe_mrta_v3,12,5,1.17
90.000,ahe_mrta_v3,13,5,1.39
95.000,ahe_mrta_v3,14,5,0.94
100.000,ahe_mrta_v3,15,5,0.82
105.000,ahe_mrta_v3,16,5,0.84
110.000,ahe_mrta_v3,17,5,0.97
115.000,ahe_mrta_v3,18,5,0.72
120.000,ahe_mrta_v3,19,5,0.77
125.000,ahe_mrta_v3,20,5,0.69
130.001,ahe_mrta_v3,21,5,0.59
135.000,ahe_mrta_v3,22,5,1.37
140.000,ahe_mrta_v3,23,5,0.52
145.000,ahe_mrta_v3,24,5,0.50
150.000,ahe_mrta_v3,25,5,1.04
155.000,ahe_mrta_v3,26,5,0.59
