timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,7,2.74
35.000,ahe_mrta_v3,2,7,0.72
40.000,ahe_mrta_v3,3,7,0.37
45.000,ahe_mrta_v3,4,7,0.34
50.000,ahe_mrta_v3,5,7,0.32
55.000,ahe_mrta_v3,6,7,0.35
60.000,ahe_mrta_v3,7,10,0.90
65.000,ahe_mrta_v3,8,10,0.67
70.000,ahe_mrta_v3,9,9,0.85
75.000,ahe_mrta_v3,10,8,0.66
80.000,ahe_mrta_v3,11,5,0.84
85.000,ahe_mrta_v3,12,5,0.76
90.000,ahe_mrta_v3,13,6,0.97
95.000,ahe_mrta_v3,14,6,0.49
100.000,ahe_mrta_v3,15,6,0.71
105.000,ahe_mrta_v3,16,6,2.04
110.000,ahe_mrta_v3,17,5,1.63
115.000,ahe_mrta_v3,18,5,1.73
120.000,ahe_mrta_v3,19,5,2.02
125.000,ahe_mrta_v3,20,4,1.89
130.000,ahe_mrta_v3,21,4,1.32
135.000,ahe_mrta_v3,22,4,1.78
140.000,ahe_mrta_v3,23,4,1.49
145.000,ahe_mrta_v3,24,4,1.98
150.000,ahe_mrta_v3,25,5,1.72
155.000,ahe_mrta_v3,26,5,1.45
160.000,ahe_mrta_v3,27,4,0.91
165.000,ahe_mrta_v3,28,4,0.92
170.000,ahe_mrta_v3,29,4,0.84
175.000,ahe_mrta_v3,30,4,1.55
180.000,ahe_mrta_v3,31,5,1.14
