timestamp_s,strategy,alloc_num,footprint_bytes
30.000,ahe_mrta_v3,1,72
60.000,ahe_mrta_v3,2,64
65.000,ahe_mrta_v3,3,68
70.000,ahe_mrta_v3,4,60
75.000,ahe_mrta_v3,5,60
80.000,ahe_mrta_v3,6,56
85.000,ahe_mrta_v3,7,52
90.000,ahe_mrta_v3,8,60
95.000,ahe_mrta_v3,9,60
100.000,ahe_mrta_v3,10,56
105.000,ahe_mrta_v3,11,56
110.000,ahe_mrta_v3,12,56
115.000,ahe_mrta_v3,13,52
120.000,ahe_mrta_v3,14,56
125.000,ahe_mrta_v3,15,60
130.000,ahe_mrta_v3,16,56
135.000,ahe_mrta_v3,17,52
140.000,ahe_mrta_v3,18,56
145.000,ahe_mrta_v3,19,56
150.000,ahe_mrta_v3,20,56
155.000,ahe_mrta_v3,21,52
160.000,ahe_mrta_v3,22,52
165.000,ahe_mrta_v3,23,52
170.000,ahe_mrta_v3,24,56
175.000,ahe_mrta_v3,25,60
180.000,ahe_mrta_v3,26,52
