timestamp_s,event_type,robot_id,task_id,strategy,latency_ms
35.000,allocation_run,,,ahe_mrta_v3,3.63
40.000,allocation_run,,,ahe_mrta_v3,0.47
45.000,allocation_run,,,ahe_mrta_v3,0.34
50.000,allocation_run,,,ahe_mrta_v3,0.49
55.000,allocation_run,,,ahe_mrta_v3,0.60
60.000,allocation_run,,,ahe_mrta_v3,0.45
65.000,allocation_run,,,ahe_mrta_v3,1.60
70.000,allocation_run,,,ahe_mrta_v3,0.82
73.000,robot_failure,robot_2,,ahe_mrta_v3,0.00
75.000,allocation_run,,,ahe_mrta_v3,0.83
80.000,allocation_run,,,ahe_mrta_v3,0.63
85.000,allocation_run,,,ahe_mrta_v3,0.62
90.000,allocation_run,,,ahe_mrta_v3,0.58
95.000,allocation_run,,,ahe_mrta_v3,0.80
100.000,allocation_run,,,ahe_mrta_v3,0.53
105.000,allocation_run,,,ahe_mrta_v3,0.76
110.000,allocation_run,,,ahe_mrta_v3,0.66
115.000,allocation_run,,,ahe_mrta_v3,0.72
120.000,allocation_run,,,ahe_mrta_v3,0.75
125.000,allocation_run,,,ahe_mrta_v3,0.68
130.000,allocation_run,,,ahe_mrta_v3,0.51
135.000,allocation_run,,,ahe_mrta_v3,0.62
140.001,allocation_run,,,ahe_mrta_v3,0.64
145.000,allocation_run,,,ahe_mrta_v3,0.92
150.000,allocation_run,,,ahe_mrta_v3,0.79
155.000,allocation_run,,,ahe_mrta_v3,0.98
160.000,allocation_run,,,ahe_mrta_v3,0.63
165.000,allocation_run,,,ahe_mrta_v3,0.60
170.000,allocation_run,,,ahe_mrta_v3,0.55
175.000,allocation_run,,,ahe_mrta_v3,0.56
180.000,allocation_run,,,ahe_mrta_v3,0.50
185.000,allocation_run,,,ahe_mrta_v3,0.52
190.000,allocation_run,,,ahe_mrta_v3,0.61
195.000,allocation_run,,,ahe_mrta_v3,0.75
200.000,allocation_run,,,ahe_mrta_v3,0.35
205.000,allocation_run,,,ahe_mrta_v3,0.50
210.000,allocation_run,,,ahe_mrta_v3,0.47
