timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
35.000,ahe_mrta_v3,1,8,2.20
65.000,ahe_mrta_v3,2,6,0.68
70.000,ahe_mrta_v3,3,6,0.60
75.000,ahe_mrta_v3,4,6,0.88
80.000,ahe_mrta_v3,5,5,0.75
85.000,ahe_mrta_v3,6,4,0.50
90.000,ahe_mrta_v3,7,4,0.57
95.000,ahe_mrta_v3,8,4,0.69
100.000,ahe_mrta_v3,9,4,0.72
105.000,ahe_mrta_v3,10,4,0.62
110.000,ahe_mrta_v3,11,4,0.52
115.000,ahe_mrta_v3,12,4,1.12
120.000,ahe_mrta_v3,13,5,0.79
125.001,ahe_mrta_v3,14,5,0.56
130.000,ahe_mrta_v3,15,5,0.85
135.000,ahe_mrta_v3,16,5,0.94
140.000,ahe_mrta_v3,17,5,0.73
145.000,ahe_mrta_v3,18,4,0.67
150.000,ahe_mrta_v3,19,4,0.51
155.000,ahe_mrta_v3,20,4,0.65
160.000,ahe_mrta_v3,21,4,0.57
165.000,ahe_mrta_v3,22,4,0.81
170.000,ahe_mrta_v3,23,4,0.65
175.000,ahe_mrta_v3,24,4,0.42
180.000,ahe_mrta_v3,25,4,0.64
185.000,ahe_mrta_v3,26,4,0.52
190.000,ahe_mrta_v3,27,4,0.44
195.000,ahe_mrta_v3,28,4,0.86
