timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
35.000,ahe_mrta_v3,1,10,1.08
40.000,ahe_mrta_v3,2,10,0.53
45.000,ahe_mrta_v3,3,10,0.54
50.000,ahe_mrta_v3,4,10,0.70
55.000,ahe_mrta_v3,5,10,0.56
60.000,ahe_mrta_v3,6,10,0.62
65.000,ahe_mrta_v3,7,10,0.65
70.002,ahe_mrta_v3,8,10,0.69
75.000,ahe_mrta_v3,9,9,0.67
80.000,ahe_mrta_v3,10,9,0.63
85.000,ahe_mrta_v3,11,7,0.59
90.000,ahe_mrta_v3,12,6,0.73
95.000,ahe_mrta_v3,13,6,0.86
100.000,ahe_mrta_v3,14,7,1.54
105.000,ahe_mrta_v3,15,7,0.77
110.001,ahe_mrta_v3,16,6,0.71
115.000,ahe_mrta_v3,17,6,0.66
120.000,ahe_mrta_v3,18,6,0.46
125.000,ahe_mrta_v3,19,6,0.93
130.000,ahe_mrta_v3,20,7,0.76
135.000,ahe_mrta_v3,21,8,0.68
140.000,ahe_mrta_v3,22,8,0.83
145.000,ahe_mrta_v3,23,8,0.76
150.000,ahe_mrta_v3,24,7,0.60
155.000,ahe_mrta_v3,25,7,0.57
160.000,ahe_mrta_v3,26,6,0.51
165.000,ahe_mrta_v3,27,5,0.44
170.000,ahe_mrta_v3,28,5,0.59
