timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,7,3.48
35.000,ahe_mrta_v3,2,7,0.82
40.000,ahe_mrta_v3,3,7,0.35
45.000,ahe_mrta_v3,4,7,0.35
50.000,ahe_mrta_v3,5,7,1.18
60.000,ahe_mrta_v3,6,10,1.64
65.000,ahe_mrta_v3,7,10,1.26
70.000,ahe_mrta_v3,8,10,1.56
75.000,ahe_mrta_v3,9,8,1.06
80.000,ahe_mrta_v3,10,6,1.70
85.000,ahe_mrta_v3,11,6,0.80
90.000,ahe_mrta_v3,12,6,1.37
95.000,ahe_mrta_v3,13,7,1.38
100.000,ahe_mrta_v3,14,7,1.14
105.000,ahe_mrta_v3,15,7,1.42
110.000,ahe_mrta_v3,16,6,1.29
115.000,ahe_mrta_v3,17,6,1.48
120.000,ahe_mrta_v3,18,6,1.15
125.000,ahe_mrta_v3,19,6,1.24
130.000,ahe_mrta_v3,20,6,1.54
135.000,ahe_mrta_v3,21,6,1.30
140.000,ahe_mrta_v3,22,5,1.01
145.000,ahe_mrta_v3,23,5,1.88
150.000,ahe_mrta_v3,24,4,1.07
155.000,ahe_mrta_v3,25,4,0.72
160.000,ahe_mrta_v3,26,4,0.75
165.000,ahe_mrta_v3,27,4,1.09
170.000,ahe_mrta_v3,28,4,0.73
175.000,ahe_mrta_v3,29,4,0.76
180.000,ahe_mrta_v3,30,4,0.99
185.000,ahe_mrta_v3,31,4,1.01
