timestamp_s,event_type,robot_id,task_id,strategy,latency_ms
30.000,allocation_run,,,ahe_mrta_v3,2.50
35.000,allocation_run,,,ahe_mrta_v3,1.12
40.000,allocation_run,,,ahe_mrta_v3,0.69
45.000,allocation_run,,,ahe_mrta_v3,0.57
50.000,allocation_run,,,ahe_mrta_v3,0.65
55.000,allocation_run,,,ahe_mrta_v3,0.87
60.000,allocation_run,,,ahe_mrta_v3,2.39
65.000,allocation_run,,,ahe_mrta_v3,1.13
70.000,allocation_run,,,ahe_mrta_v3,0.69
74.000,robot_failure,robot_2,,ahe_mrta_v3,0.00
75.000,allocation_run,,,ahe_mrta_v3,1.28
80.000,allocation_run,,,ahe_mrta_v3,0.65
85.000,allocation_run,,,ahe_mrta_v3,0.91
90.000,allocation_run,,,ahe_mrta_v3,0.77
95.000,allocation_run,,,ahe_mrta_v3,0.83
100.000,allocation_run,,,ahe_mrta_v3,0.93
105.000,allocation_run,,,ahe_mrta_v3,0.91
110.000,allocation_run,,,ahe_mrta_v3,0.97
115.000,allocation_run,,,ahe_mrta_v3,0.85
120.000,allocation_run,,,ahe_mrta_v3,0.83
125.000,allocation_run,,,ahe_mrta_v3,0.83
130.000,allocation_run,,,ahe_mrta_v3,0.81
135.000,allocation_run,,,ahe_mrta_v3,0.70
140.000,allocation_run,,,ahe_mrta_v3,0.78
145.000,allocation_run,,,ahe_mrta_v3,0.66
150.000,allocation_run,,,ahe_mrta_v3,0.72
155.000,allocation_run,,,ahe_mrta_v3,0.65
160.000,allocation_run,,,ahe_mrta_v3,0.64
165.000,allocation_run,,,ahe_mrta_v3,0.57
170.000,allocation_run,,,ahe_mrta_v3,0.44
