timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,1.08
35.000,ahe_mrta_v3,2,10,0.44
40.000,ahe_mrta_v3,3,10,0.34
45.000,ahe_mrta_v3,4,10,0.19
50.000,ahe_mrta_v3,5,10,0.76
55.000,ahe_mrta_v3,6,10,0.72
60.000,ahe_mrta_v3,7,10,0.67
65.000,ahe_mrta_v3,8,10,0.26
70.000,ahe_mrta_v3,9,9,0.67
75.000,ahe_mrta_v3,10,7,0.54
80.000,ahe_mrta_v3,11,8,0.55
85.000,ahe_mrta_v3,12,8,0.56
90.000,ahe_mrta_v3,13,8,0.55
95.000,ahe_mrta_v3,14,8,0.52
100.000,ahe_mrta_v3,15,8,0.64
105.000,ahe_mrta_v3,16,8,0.40
110.000,ahe_mrta_v3,17,8,0.63
115.001,ahe_mrta_v3,18,8,0.64
120.000,ahe_mrta_v3,19,8,0.63
125.000,ahe_mrta_v3,20,8,0.48
130.000,ahe_mrta_v3,21,8,0.57
135.000,ahe_mrta_v3,22,8,0.60
140.000,ahe_mrta_v3,23,8,0.83
145.000,ahe_mrta_v3,24,8,0.51
150.000,ahe_mrta_v3,25,8,0.60
155.000,ahe_mrta_v3,26,8,0.43
160.000,ahe_mrta_v3,27,8,0.66
165.000,ahe_mrta_v3,28,8,0.66
170.000,ahe_mrta_v3,29,8,0.65
175.000,ahe_mrta_v3,30,7,0.72
