timestamp_s,strategy,alloc_num,footprint_bytes
30.000,ahe_mrta_v3,1,80
35.001,ahe_mrta_v3,2,80
40.000,ahe_mrta_v3,3,80
45.000,ahe_mrta_v3,4,76
50.000,ahe_mrta_v3,5,72
55.000,ahe_mrta_v3,6,72
60.000,ahe_mrta_v3,7,68
65.000,ahe_mrta_v3,8,68
70.000,ahe_mrta_v3,9,60
75.000,ahe_mrta_v3,10,56
80.000,ahe_mrta_v3,11,64
85.000,ahe_mrta_v3,12,64
90.000,ahe_mrta_v3,13,60
95.000,ahe_mrta_v3,14,60
100.000,ahe_mrta_v3,15,52
105.000,ahe_mrta_v3,16,60
110.000,ahe_mrta_v3,17,56
115.000,ahe_mrta_v3,18,56
120.000,ahe_mrta_v3,19,48
125.000,ahe_mrta_v3,20,60
130.000,ahe_mrta_v3,21,60
135.000,ahe_mrta_v3,22,56
