timestamp_s,event_type,robot_id,task_id,strategy,latency_ms
30.000,allocation_run,,,ahe_mrta_v3,2.14
60.000,allocation_run,,,ahe_mrta_v3,1.32
65.000,allocation_run,,,ahe_mrta_v3,1.66
70.000,allocation_run,,,ahe_mrta_v3,0.74
70.000,robot_failure,robot_2,,ahe_mrta_v3,0.00
75.000,allocation_run,,,ahe_mrta_v3,0.88
80.000,allocation_run,,,ahe_mrta_v3,0.82
85.000,allocation_run,,,ahe_mrta_v3,0.71
90.000,allocation_run,,,ahe_mrta_v3,1.99
95.000,allocation_run,,,ahe_mrta_v3,1.53
100.000,allocation_run,,,ahe_mrta_v3,2.10
105.000,allocation_run,,,ahe_mrta_v3,1.72
110.000,allocation_run,,,ahe_mrta_v3,2.07
115.000,allocation_run,,,ahe_mrta_v3,1.53
120.000,allocation_run,,,ahe_mrta_v3,1.97
125.000,allocation_run,,,ahe_mrta_v3,1.26
130.000,allocation_run,,,ahe_mrta_v3,1.79
135.000,allocation_run,,,ahe_mrta_v3,1.55
140.000,allocation_run,,,ahe_mrta_v3,1.72
145.000,allocation_run,,,ahe_mrta_v3,1.57
150.000,allocation_run,,,ahe_mrta_v3,1.20
155.000,allocation_run,,,ahe_mrta_v3,1.04
160.000,allocation_run,,,ahe_mrta_v3,1.69
165.000,allocation_run,,,ahe_mrta_v3,1.10
170.000,allocation_run,,,ahe_mrta_v3,1.27
175.000,allocation_run,,,ahe_mrta_v3,1.00
180.000,allocation_run,,,ahe_mrta_v3,1.26
185.000,allocation_run,,,ahe_mrta_v3,0.69
190.000,allocation_run,,,ahe_mrta_v3,0.84
195.000,allocation_run,,,ahe_mrta_v3,0.84
200.000,allocation_run,,,ahe_mrta_v3,0.91
205.000,allocation_run,,,ahe_mrta_v3,0.75
210.000,allocation_run,,,ahe_mrta_v3,0.68
215.000,allocation_run,,,ahe_mrta_v3,0.68
220.000,allocation_run,,,ahe_mrta_v3,0.67
