timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,5,3.35
35.000,ahe_mrta_v3,2,10,1.63
40.000,ahe_mrta_v3,3,10,1.26
45.000,ahe_mrta_v3,4,10,1.31
50.000,ahe_mrta_v3,5,10,1.22
55.000,ahe_mrta_v3,6,10,0.90
60.000,ahe_mrta_v3,7,9,1.31
65.000,ahe_mrta_v3,8,9,1.14
70.000,ahe_mrta_v3,9,8,1.22
75.000,ahe_mrta_v3,10,7,1.15
80.000,ahe_mrta_v3,11,7,1.07
85.000,ahe_mrta_v3,12,6,1.18
90.000,ahe_mrta_v3,13,6,0.92
95.000,ahe_mrta_v3,14,5,0.55
100.000,ahe_mrta_v3,15,5,0.69
105.000,ahe_mrta_v3,16,5,0.76
110.000,ahe_mrta_v3,17,5,0.86
115.000,ahe_mrta_v3,18,5,1.05
120.000,ahe_mrta_v3,19,5,0.67
125.000,ahe_mrta_v3,20,5,0.66
130.000,ahe_mrta_v3,21,5,0.68
135.000,ahe_mrta_v3,22,5,0.65
140.000,ahe_mrta_v3,23,5,0.70
145.000,ahe_mrta_v3,24,5,0.89
150.000,ahe_mrta_v3,25,5,0.51
155.000,ahe_mrta_v3,26,5,0.51
160.000,ahe_mrta_v3,27,5,0.89
165.000,ahe_mrta_v3,28,5,0.51
170.000,ahe_mrta_v3,29,4,1.57
