timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,5.33
35.000,ahe_mrta_v3,2,10,3.26
40.001,ahe_mrta_v3,3,10,2.59
45.001,ahe_mrta_v3,4,10,2.63
50.000,ahe_mrta_v3,5,10,2.74
55.000,ahe_mrta_v3,6,10,2.28
60.000,ahe_mrta_v3,7,10,3.15
65.000,ahe_mrta_v3,8,8,2.50
70.000,ahe_mrta_v3,9,7,2.47
75.000,ahe_mrta_v3,10,6,3.00
80.000,ahe_mrta_v3,11,6,2.29
85.000,ahe_mrta_v3,12,6,1.95
90.000,ahe_mrta_v3,13,6,2.00
95.000,ahe_mrta_v3,14,6,1.99
100.000,ahe_mrta_v3,15,6,2.33
105.000,ahe_mrta_v3,16,6,1.04
110.000,ahe_mrta_v3,17,5,1.84
115.000,ahe_mrta_v3,18,5,1.14
120.000,ahe_mrta_v3,19,5,1.09
125.000,ahe_mrta_v3,20,5,1.06
130.000,ahe_mrta_v3,21,5,1.57
135.000,ahe_mrta_v3,22,5,0.77
140.000,ahe_mrta_v3,23,4,1.74
