timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,1.39
35.001,ahe_mrta_v3,2,10,0.74
40.000,ahe_mrta_v3,3,10,0.87
45.000,ahe_mrta_v3,4,10,0.89
50.000,ahe_mrta_v3,5,10,0.87
55.000,ahe_mrta_v3,6,10,0.60
60.000,ahe_mrta_v3,7,10,0.79
65.000,ahe_mrta_v3,8,10,0.74
70.000,ahe_mrta_v3,9,10,0.87
75.000,ahe_mrta_v3,10,10,0.52
80.000,ahe_mrta_v3,11,9,2.17
85.000,ahe_mrta_v3,12,7,2.47
90.000,ahe_mrta_v3,13,7,1.53
95.000,ahe_mrta_v3,14,7,2.31
100.000,ahe_mrta_v3,15,7,2.73
105.000,ahe_mrta_v3,16,6,1.56
110.000,ahe_mrta_v3,17,5,1.94
115.000,ahe_mrta_v3,18,5,1.97
120.000,ahe_mrta_v3,19,5,2.16
125.000,ahe_mrta_v3,20,5,1.57
130.000,ahe_mrta_v3,21,5,1.38
135.000,ahe_mrta_v3,22,5,0.86
140.000,ahe_mrta_v3,23,5,1.29
145.000,ahe_mrta_v3,24,5,1.03
150.000,ahe_mrta_v3,25,5,1.11
155.000,ahe_mrta_v3,26,5,1.22
160.000,ahe_mrta_v3,27,5,1.07
165.000,ahe_mrta_v3,28,5,1.82
170.000,ahe_mrta_v3,29,6,1.07
