experiment_id,scenario,strategy,seed,robot_count,robot_id,assigned_tasks,completed_tasks,failed_tasks,approx_distance_m
exp_robot_failure_ahe_mrta_v3_r5t25_seed08,robot_failure,ahe_mrta_v3,8,5,robot_1,7,7,0,50.53
exp_robot_failure_ahe_mrta_v3_r5t25_seed08,robot_failure,ahe_mrta_v3,8,5,robot_2,2,2,0,15.90
exp_robot_failure_ahe_mrta_v3_r5t25_seed08,robot_failure,ahe_mrta_v3,8,5,robot_3,6,6,0,36.92
exp_robot_failure_ahe_mrta_v3_r5t25_seed08,robot_failure,ahe_mrta_v3,8,5,robot_4,6,6,0,36.50
exp_robot_failure_ahe_mrta_v3_r5t25_seed08,robot_failure,ahe_mrta_v3,8,5,robot_5,4,4,0,41.69
