timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,0.94
35.000,ahe_mrta_v3,2,10,0.85
40.000,ahe_mrta_v3,3,10,0.61
45.000,ahe_mrta_v3,4,10,0.91
50.000,ahe_mrta_v3,5,10,0.28
55.000,ahe_mrta_v3,6,10,0.29
60.000,ahe_mrta_v3,7,10,0.28
65.000,ahe_mrta_v3,8,9,0.26
70.000,ahe_mrta_v3,9,10,0.79
75.000,ahe_mrta_v3,10,8,0.96
80.000,ahe_mrta_v3,11,8,1.18
85.000,ahe_mrta_v3,12,8,1.01
90.000,ahe_mrta_v3,13,8,0.79
95.000,ahe_mrta_v3,14,8,0.91
100.000,ahe_mrta_v3,15,8,0.70
105.000,ahe_mrta_v3,16,8,1.15
110.000,ahe_mrta_v3,17,8,0.82
115.000,ahe_mrta_v3,18,8,0.92
120.000,ahe_mrta_v3,19,8,0.94
125.000,ahe_mrta_v3,20,8,1.04
130.000,ahe_mrta_v3,21,8,0.86
135.001,ahe_mrta_v3,22,8,0.82
140.000,ahe_mrta_v3,23,7,0.76
145.000,ahe_mrta_v3,24,8,0.92
150.000,ahe_mrta_v3,25,8,0.88
