timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,5,3.44
35.000,ahe_mrta_v3,2,10,3.18
40.000,ahe_mrta_v3,3,10,1.23
45.000,ahe_mrta_v3,4,10,1.63
50.000,ahe_mrta_v3,5,10,1.55
55.000,ahe_mrta_v3,6,10,1.59
60.000,ahe_mrta_v3,7,10,1.64
65.000,ahe_mrta_v3,8,10,1.11
70.000,ahe_mrta_v3,9,10,1.61
75.000,ahe_mrta_v3,10,10,1.11
80.000,ahe_mrta_v3,11,7,0.88
85.000,ahe_mrta_v3,12,8,1.29
90.000,ahe_mrta_v3,13,7,0.93
95.000,ahe_mrta_v3,14,7,0.89
100.000,ahe_mrta_v3,15,7,1.23
105.000,ahe_mrta_v3,16,7,0.62
110.000,ahe_mrta_v3,17,7,0.70
115.000,ahe_mrta_v3,18,7,0.56
120.000,ahe_mrta_v3,19,7,0.57
125.000,ahe_mrta_v3,20,6,0.65
130.000,ahe_mrta_v3,21,5,0.59
135.000,ahe_mrta_v3,22,5,0.50
