timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,8.36
35.000,ahe_mrta_v3,2,10,3.12
40.000,ahe_mrta_v3,3,10,0.18
45.000,ahe_mrta_v3,4,10,0.23
50.000,ahe_mrta_v3,5,10,3.28
55.000,ahe_mrta_v3,6,10,2.14
60.000,ahe_mrta_v3,7,10,3.19
65.000,ahe_mrta_v3,8,10,2.21
70.000,ahe_mrta_v3,9,10,2.51
75.000,ahe_mrta_v3,10,10,2.48
80.000,ahe_mrta_v3,11,8,1.49
85.000,ahe_mrta_v3,12,8,1.52
90.000,ahe_mrta_v3,13,8,1.56
95.000,ahe_mrta_v3,14,8,1.35
100.000,ahe_mrta_v3,15,8,1.15
105.000,ahe_mrta_v3,16,8,1.29
110.000,ahe_mrta_v3,17,6,1.02
115.000,ahe_mrta_v3,18,6,1.03
120.000,ahe_mrta_v3,19,6,0.61
125.000,ahe_mrta_v3,20,6,0.66
130.000,ahe_mrta_v3,21,6,0.88
