timestamp_s,event_type,robot_id,task_id,strategy,latency_ms
30.000,allocation_run,,,ahe_mrta_v3,1.33
35.000,allocation_run,,,ahe_mrta_v3,0.68
40.000,allocation_run,,,ahe_mrta_v3,0.75
45.000,allocation_run,,,ahe_mrta_v3,0.88
50.000,allocation_run,,,ahe_mrta_v3,0.50
55.000,allocation_run,,,ahe_mrta_v3,0.74
60.000,allocation_run,,,ahe_mrta_v3,0.78
65.000,allocation_run,,,ahe_mrta_v3,0.70
70.000,allocation_run,,,ahe_mrta_v3,0.61
75.000,allocation_run,,,ahe_mrta_v3,0.77
80.000,allocation_run,,,ahe_mrta_v3,1.67
85.000,allocation_run,,,ahe_mrta_v3,2.01
90.000,allocation_run,,,ahe_mrta_v3,2.05
95.000,allocation_run,,,ahe_mrta_v3,1.91
100.000,allocation_run,,,ahe_mrta_v3,1.98
105.000,allocation_run,,,ahe_mrta_v3,1.85
110.000,allocation_run,,,ahe_mrta_v3,0.83
115.000,allocation_run,,,ahe_mrta_v3,1.01
120.000,allocation_run,,,ahe_mrta_v3,0.99
125.000,allocation_run,,,ahe_mrta_v3,0.92
130.000,allocation_run,,,ahe_mrta_v3,0.88
