timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,1.33
35.000,ahe_mrta_v3,2,10,0.68
40.000,ahe_mrta_v3,3,10,0.75
45.000,ahe_mrta_v3,4,10,0.88
50.000,ahe_mrta_v3,5,10,0.50
55.000,ahe_mrta_v3,6,10,0.74
60.000,ahe_mrta_v3,7,10,0.78
65.000,ahe_mrta_v3,8,10,0.70
70.000,ahe_mrta_v3,9,10,0.61
75.000,ahe_mrta_v3,10,10,0.77
80.000,ahe_mrta_v3,11,10,1.67
85.000,ahe_mrta_v3,12,10,2.01
90.000,ahe_mrta_v3,13,10,2.05
95.000,ahe_mrta_v3,14,8,1.91
100.000,ahe_mrta_v3,15,7,1.98
105.000,ahe_mrta_v3,16,5,1.85
110.000,ahe_mrta_v3,17,5,0.83
115.000,ahe_mrta_v3,18,5,1.01
120.000,ahe_mrta_v3,19,5,0.99
125.000,ahe_mrta_v3,20,5,0.92
130.000,ahe_mrta_v3,21,5,0.88
