timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,7.21
35.000,ahe_mrta_v3,2,10,3.17
40.000,ahe_mrta_v3,3,10,0.23
45.000,ahe_mrta_v3,4,10,2.43
50.000,ahe_mrta_v3,5,10,2.35
55.000,ahe_mrta_v3,6,10,0.28
60.000,ahe_mrta_v3,7,9,2.93
65.000,ahe_mrta_v3,8,10,3.35
70.000,ahe_mrta_v3,9,10,2.41
75.000,ahe_mrta_v3,10,10,2.48
80.000,ahe_mrta_v3,11,8,2.10
85.000,ahe_mrta_v3,12,8,1.61
90.000,ahe_mrta_v3,13,8,1.68
95.000,ahe_mrta_v3,14,8,1.19
100.000,ahe_mrta_v3,15,8,1.28
105.000,ahe_mrta_v3,16,8,1.28
110.000,ahe_mrta_v3,17,7,1.28
115.000,ahe_mrta_v3,18,6,1.55
120.000,ahe_mrta_v3,19,6,1.50
125.000,ahe_mrta_v3,20,6,1.42
130.000,ahe_mrta_v3,21,6,1.48
135.000,ahe_mrta_v3,22,6,1.13
140.000,ahe_mrta_v3,23,6,1.34
145.000,ahe_mrta_v3,24,5,0.76
150.000,ahe_mrta_v3,25,4,0.58
155.000,ahe_mrta_v3,26,4,0.68
160.000,ahe_mrta_v3,27,4,0.68
165.000,ahe_mrta_v3,28,4,0.48
170.000,ahe_mrta_v3,29,4,0.74
175.000,ahe_mrta_v3,30,4,0.83
