timestamp_s,event_type,robot_id,task_id,strategy,latency_ms
30.000,allocation_run,,,ahe_mrta_v3,3.33
35.000,allocation_run,,,ahe_mrta_v3,0.93
40.000,allocation_run,,,ahe_mrta_v3,0.35
45.000,allocation_run,,,ahe_mrta_v3,1.01
50.000,allocation_run,,,ahe_mrta_v3,1.24
55.000,allocation_run,,,ahe_mrta_v3,0.93
60.000,allocation_run,,,ahe_mrta_v3,1.94
65.000,allocation_run,,,ahe_mrta_v3,1.10
69.000,robot_failure,robot_2,,ahe_mrta_v3,0.00
70.000,allocation_run,,,ahe_mrta_v3,1.40
75.000,allocation_run,,,ahe_mrta_v3,1.31
80.000,allocation_run,,,ahe_mrta_v3,1.28
85.000,allocation_run,,,ahe_mrta_v3,1.39
90.000,allocation_run,,,ahe_mrta_v3,2.10
95.000,allocation_run,,,ahe_mrta_v3,2.04
100.000,allocation_run,,,ahe_mrta_v3,2.06
105.000,allocation_run,,,ahe_mrta_v3,1.66
110.000,allocation_run,,,ahe_mrta_v3,1.44
115.000,allocation_run,,,ahe_mrta_v3,1.87
120.000,allocation_run,,,ahe_mrta_v3,1.93
125.000,allocation_run,,,ahe_mrta_v3,1.13
130.000,allocation_run,,,ahe_mrta_v3,1.81
135.000,allocation_run,,,ahe_mrta_v3,1.51
140.000,allocation_run,,,ahe_mrta_v3,1.77
145.000,allocation_run,,,ahe_mrta_v3,1.24
150.000,allocation_run,,,ahe_mrta_v3,1.34
155.000,allocation_run,,,ahe_mrta_v3,1.50
160.000,allocation_run,,,ahe_mrta_v3,1.52
165.000,allocation_run,,,ahe_mrta_v3,1.00
170.000,allocation_run,,,ahe_mrta_v3,1.49
175.000,allocation_run,,,ahe_mrta_v3,1.31
180.000,allocation_run,,,ahe_mrta_v3,0.88
185.000,allocation_run,,,ahe_mrta_v3,0.77
190.000,allocation_run,,,ahe_mrta_v3,0.83
195.000,allocation_run,,,ahe_mrta_v3,0.98
