timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,1.20
35.002,ahe_mrta_v3,2,10,0.81
40.000,ahe_mrta_v3,3,10,0.23
45.000,ahe_mrta_v3,4,10,0.70
50.000,ahe_mrta_v3,5,10,0.56
55.000,ahe_mrta_v3,6,10,0.19
60.000,ahe_mrta_v3,7,9,0.77
65.000,ahe_mrta_v3,8,10,0.63
70.000,ahe_mrta_v3,9,9,0.53
75.000,ahe_mrta_v3,10,10,0.73
80.000,ahe_mrta_v3,11,8,0.73
85.000,ahe_mrta_v3,12,8,0.77
90.000,ahe_mrta_v3,13,8,0.61
95.000,ahe_mrta_v3,14,8,0.58
100.000,ahe_mrta_v3,15,8,0.67
105.000,ahe_mrta_v3,16,8,0.44
110.000,ahe_mrta_v3,17,8,0.61
115.000,ahe_mrta_v3,18,8,0.67
120.000,ahe_mrta_v3,19,8,0.81
125.000,ahe_mrta_v3,20,8,0.76
130.000,ahe_mrta_v3,21,8,0.74
135.000,ahe_mrta_v3,22,8,0.67
140.000,ahe_mrta_v3,23,8,0.63
145.000,ahe_mrta_v3,24,8,0.61
