timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,5,2.64
35.000,ahe_mrta_v3,2,10,3.19
40.000,ahe_mrta_v3,3,10,1.35
45.000,ahe_mrta_v3,4,10,0.27
50.000,ahe_mrta_v3,5,10,0.27
55.000,ahe_mrta_v3,6,10,1.75
60.000,ahe_mrta_v3,7,10,2.03
65.000,ahe_mrta_v3,8,10,1.27
70.000,ahe_mrta_v3,9,8,0.80
75.000,ahe_mrta_v3,10,8,1.02
80.000,ahe_mrta_v3,11,8,1.22
85.000,ahe_mrta_v3,12,8,0.86
90.000,ahe_mrta_v3,13,8,1.08
95.000,ahe_mrta_v3,14,8,1.10
100.000,ahe_mrta_v3,15,8,0.75
105.000,ahe_mrta_v3,16,8,0.82
110.000,ahe_mrta_v3,17,8,1.03
115.000,ahe_mrta_v3,18,8,1.15
120.000,ahe_mrta_v3,19,8,0.80
125.000,ahe_mrta_v3,20,6,0.80
130.000,ahe_mrta_v3,21,6,0.75
135.000,ahe_mrta_v3,22,6,0.83
140.000,ahe_mrta_v3,23,6,0.73
145.000,ahe_mrta_v3,24,6,0.80
150.000,ahe_mrta_v3,25,6,0.72
155.000,ahe_mrta_v3,26,5,0.69
160.000,ahe_mrta_v3,27,4,0.56
165.002,ahe_mrta_v3,28,4,0.63
170.000,ahe_mrta_v3,29,4,0.71
