timestamp_s,robot_id,x,y,battery_state,nav_state,avail_state,current_task_id,failure_flag
30.000,robot_1,0.000,-0.000,0,0,0,,0
30.000,robot_2,0.000,-0.000,0,0,0,,0
30.000,robot_3,0.000,-0.000,0,0,0,,0
30.000,robot_4,0.000,-0.000,0,0,0,,0
30.000,robot_5,0.000,-0.000,0,0,0,,0
32.000,robot_1,0.329,0.009,0,1,0,task_008,0
32.000,robot_2,0.329,-0.004,0,1,0,task_003,0
32.000,robot_3,0.230,0.047,0,1,0,task_007,0
32.000,robot_4,0.267,-0.053,0,1,0,task_004,0
32.000,robot_5,0.327,-0.004,0,1,0,task_001,0
34.000,robot_1,0.835,0.068,0,1,0,task_008,0
34.000,robot_2,0.850,-0.021,0,1,0,task_003,0
34.000,robot_3,0.681,0.307,0,1,0,task_007,0
34.000,robot_4,0.736,-0.281,0,1,0,task_004,0
34.000,robot_5,0.849,-0.021,0,1,0,task_001,0
36.000,robot_1,1.333,0.226,0,1,0,task_008,0
36.000,robot_2,1.371,-0.054,0,1,0,task_003,0
36.000,robot_3,1.100,0.618,0,1,0,task_007,0
36.000,robot_4,1.191,-0.536,0,1,0,task_004,0
36.000,robot_5,1.369,-0.054,0,1,0,task_001,0
38.000,robot_1,1.838,0.311,0,1,0,task_008,0
38.000,robot_2,1.877,-0.133,0,1,0,task_003,0
38.000,robot_3,1.511,0.925,0,1,0,task_007,0
38.000,robot_4,1.638,-0.786,0,1,0,task_004,0
38.000,robot_5,1.875,-0.131,0,1,0,task_001,0
40.000,robot_1,2.356,0.367,0,1,0,task_008,0
40.000,robot_2,2.377,-0.282,0,1,0,task_003,0
40.000,robot_3,1.929,1.236,0,1,0,task_007,0
40.000,robot_4,2.092,-1.043,0,1,0,task_004,0
40.000,robot_5,2.375,-0.280,0,1,0,task_001,0
42.000,robot_1,2.793,0.565,0,1,0,task_008,0
42.000,robot_2,2.811,-0.555,0,1,0,task_003,0
42.000,robot_3,2.346,1.550,0,1,0,task_007,0
42.000,robot_4,2.542,-1.307,0,1,0,task_004,0
42.000,robot_5,2.806,-0.547,0,1,0,task_001,0
44.000,robot_1,3.019,0.939,0,1,0,task_008,0
44.000,robot_2,3.006,-0.943,0,1,0,task_003,0
44.000,robot_3,2.765,1.860,0,1,0,task_007,0
44.000,robot_4,2.993,-1.568,0,1,0,task_004,0
44.000,robot_5,3.030,-0.989,0,1,0,task_001,0
46.000,robot_1,3.074,1.581,0,1,0,task_008,0
46.000,robot_2,2.901,-1.454,0,1,0,task_003,0
46.000,robot_3,3.283,2.245,0,1,0,task_007,0
46.000,robot_4,3.553,-1.890,0,1,0,task_004,0
46.000,robot_5,3.117,-1.628,0,1,0,task_001,0
48.000,robot_1,3.066,1.978,0,1,0,task_008,0
48.000,robot_2,2.638,-1.750,0,1,0,task_003,0
48.000,robot_3,3.603,2.481,0,1,0,task_007,0
48.000,robot_4,3.894,-2.094,0,1,0,task_004,0
48.000,robot_5,3.151,-2.024,0,1,0,task_001,0
50.000,robot_1,3.054,2.491,0,1,0,task_008,0
50.000,robot_2,2.230,-2.060,0,1,0,task_003,0
50.000,robot_3,4.016,2.785,0,1,0,task_007,0
50.000,robot_4,4.338,-2.350,0,1,0,task_004,0
50.000,robot_5,3.197,-2.535,0,1,0,task_001,0
52.000,robot_1,3.049,3.012,0,1,0,task_008,0
52.000,robot_2,1.799,-2.353,0,1,0,task_003,0
52.000,robot_3,4.433,3.099,0,1,0,task_007,0
52.000,robot_4,4.788,-2.614,0,1,0,task_004,0
52.000,robot_5,3.247,-3.054,0,1,0,task_001,0
54.000,robot_1,3.049,3.534,0,1,0,task_008,0
54.000,robot_2,1.370,-2.650,0,1,0,task_003,0
54.000,robot_3,4.851,3.410,0,1,0,task_007,0
54.000,robot_4,5.240,-2.875,0,1,0,task_004,0
54.000,robot_5,3.305,-3.572,0,1,0,task_001,0
56.000,robot_1,3.050,4.056,0,1,0,task_008,0
56.000,robot_2,0.964,-2.977,0,1,0,task_003,0
56.000,robot_3,5.274,3.715,0,1,0,task_007,0
56.000,robot_4,5.687,-3.143,0,1,0,task_004,0
56.000,robot_5,3.367,-4.090,0,1,0,task_001,0
58.000,robot_1,3.050,4.577,0,1,0,task_008,0
58.000,robot_2,0.596,-3.346,0,1,0,task_003,0
58.000,robot_3,5.703,4.012,0,1,0,task_007,0
58.000,robot_4,6.130,-3.419,0,1,0,task_004,0
58.000,robot_5,3.434,-4.607,0,1,0,task_001,0
60.000,robot_1,3.050,5.090,0,1,0,task_008,0
60.000,robot_2,0.272,-3.702,0,1,0,task_003,0
60.000,robot_3,6.125,4.303,0,1,0,task_007,0
60.000,robot_4,6.561,-3.692,0,1,0,task_004,0
60.000,robot_5,3.509,-5.114,0,1,0,task_001,0
62.000,robot_1,3.050,5.611,0,1,0,task_008,0
62.000,robot_2,0.160,-3.824,0,1,0,task_003,0
62.000,robot_3,6.552,4.602,0,1,0,task_007,0
62.000,robot_4,6.805,-3.858,0,1,0,,0
62.000,robot_5,3.593,-5.629,0,1,0,task_001,0
64.000,robot_1,3.050,6.133,0,1,0,task_008,0
64.000,robot_2,0.160,-3.824,0,1,0,task_006,0
64.000,robot_3,6.964,4.921,0,1,0,task_007,0
64.000,robot_4,6.796,-3.801,0,1,0,task_010,0
64.000,robot_5,3.682,-6.143,0,1,0,task_001,0
66.000,robot_1,3.050,6.654,0,1,0,task_008,0
66.000,robot_2,-0.092,-3.983,0,1,0,task_006,0
66.000,robot_3,7.341,5.282,0,1,0,task_007,0
66.000,robot_4,6.584,-3.351,0,1,0,task_010,0
66.000,robot_5,3.782,-6.655,0,1,0,task_001,0
68.000,robot_1,3.050,7.176,0,1,0,task_008,0
68.000,robot_2,-0.605,-4.053,0,1,0,task_006,0
68.000,robot_3,7.687,5.656,0,1,0,task_007,0
68.000,robot_4,6.290,-2.920,0,1,0,task_010,0
68.000,robot_5,3.895,-7.164,0,1,0,task_001,0
70.000,robot_1,3.050,7.698,0,1,0,task_008,0
70.000,robot_2,-1.124,-4.006,0,1,0,task_006,0
70.000,robot_3,7.836,5.819,0,1,0,,0
70.000,robot_4,5.978,-2.502,0,1,0,task_010,0
70.000,robot_5,4.025,-7.669,0,1,0,task_001,0
72.000,robot_1,3.050,8.210,0,1,0,task_008,0
72.000,robot_2,-1.497,-3.796,0,1,0,task_006,0
72.000,robot_3,7.826,5.744,0,1,0,task_011,0
72.000,robot_4,5.665,-2.096,0,1,0,task_010,0
72.000,robot_5,4.177,-8.159,0,1,0,task_001,0
74.000,robot_1,3.050,8.732,0,1,0,task_008,0
74.000,robot_2,-1.715,-3.366,0,1,2,task_006,0
74.000,robot_3,7.619,5.379,0,1,0,task_011,0
74.000,robot_4,5.347,-1.683,0,1,0,task_010,0
74.000,robot_5,4.347,-8.652,0,1,0,task_001,0
76.001,robot_1,3.050,9.386,0,1,0,task_008,0
76.001,robot_2,-1.829,-2.722,0,1,2,task_006,0
76.001,robot_3,7.115,4.964,0,1,0,task_011,0
76.001,robot_4,4.949,-1.164,0,1,0,task_010,0
76.001,robot_5,4.588,-9.260,0,1,0,task_001,0
78.000,robot_1,3.039,9.689,0,1,0,task_008,0
78.000,robot_2,-1.893,-2.376,0,1,2,task_006,0
78.000,robot_3,6.666,4.699,0,1,0,task_011,0
78.000,robot_4,4.708,-0.859,0,1,0,task_010,0
78.000,robot_5,4.753,-9.599,0,1,0,task_001,0
80.000,robot_1,3.104,9.760,0,1,0,task_009,0
80.000,robot_2,-1.928,-2.234,0,1,2,,0
80.000,robot_3,6.326,4.510,0,1,0,task_011,0
80.000,robot_4,4.380,-0.453,0,1,0,task_010,0
80.000,robot_5,4.872,-9.807,0,1,0,,0
82.000,robot_1,3.625,9.782,0,1,0,task_009,0
82.000,robot_2,-1.928,-2.234,0,0,2,,0
82.000,robot_3,5.873,4.252,0,1,0,task_011,0
82.000,robot_4,4.159,-0.186,0,1,0,task_010,0
82.000,robot_5,5.251,-9.877,0,1,0,task_002,0
84.000,robot_1,4.137,9.813,0,1,0,task_009,0
84.000,robot_2,-1.928,-2.234,0,0,2,,0
84.000,robot_3,5.424,4.005,0,1,0,task_011,0
84.000,robot_4,4.159,-0.186,0,1,0,,0
84.000,robot_5,5.744,-10.017,0,1,0,task_002,0
86.000,robot_1,4.658,9.839,0,1,0,task_009,0
86.000,robot_2,-1.928,-2.234,0,0,2,,0
86.000,robot_3,4.969,3.749,0,1,0,task_011,0
86.000,robot_4,4.236,-0.459,0,1,0,,0
86.000,robot_5,6.246,-10.156,0,1,0,task_002,0
88.000,robot_1,5.309,9.898,0,1,0,task_009,0
88.000,robot_2,-1.928,-2.234,0,0,2,,0
