timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,1.26
35.000,ahe_mrta_v3,2,10,0.63
40.000,ahe_mrta_v3,3,10,0.27
45.000,ahe_mrta_v3,4,10,0.57
50.000,ahe_mrta_v3,5,10,0.64
55.000,ahe_mrta_v3,6,10,0.74
60.000,ahe_mrta_v3,7,10,0.70
65.000,ahe_mrta_v3,8,10,3.58
70.000,ahe_mrta_v3,9,8,1.99
75.000,ahe_mrta_v3,10,9,2.77
80.000,ahe_mrta_v3,11,7,2.70
85.000,ahe_mrta_v3,12,7,2.69
90.000,ahe_mrta_v3,13,5,1.88
95.000,ahe_mrta_v3,14,5,2.61
100.000,ahe_mrta_v3,15,5,2.33
105.000,ahe_mrta_v3,16,5,1.68
110.000,ahe_mrta_v3,17,5,1.92
115.000,ahe_mrta_v3,18,5,1.55
120.000,ahe_mrta_v3,19,5,1.47
125.000,ahe_mrta_v3,20,5,2.28
130.000,ahe_mrta_v3,21,6,1.20
135.000,ahe_mrta_v3,22,6,1.10
140.000,ahe_mrta_v3,23,6,1.42
145.000,ahe_mrta_v3,24,6,1.11
150.000,ahe_mrta_v3,25,5,0.98
155.000,ahe_mrta_v3,26,5,1.06
160.000,ahe_mrta_v3,27,5,0.94
165.000,ahe_mrta_v3,28,5,2.20
