timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,8,2.25
60.000,ahe_mrta_v3,2,10,0.89
65.000,ahe_mrta_v3,3,10,0.93
70.000,ahe_mrta_v3,4,10,0.89
75.000,ahe_mrta_v3,5,7,1.14
80.000,ahe_mrta_v3,6,5,0.63
85.000,ahe_mrta_v3,7,4,0.46
90.000,ahe_mrta_v3,8,8,1.18
95.000,ahe_mrta_v3,9,7,0.77
100.000,ahe_mrta_v3,10,7,0.90
105.000,ahe_mrta_v3,11,7,0.91
110.000,ahe_mrta_v3,12,7,0.81
115.000,ahe_mrta_v3,13,6,0.73
120.000,ahe_mrta_v3,14,4,1.05
125.000,ahe_mrta_v3,15,4,0.65
130.000,ahe_mrta_v3,16,4,0.71
135.000,ahe_mrta_v3,17,4,0.74
140.000,ahe_mrta_v3,18,4,0.72
145.000,ahe_mrta_v3,19,4,0.68
150.000,ahe_mrta_v3,20,4,0.71
155.000,ahe_mrta_v3,21,4,0.64
160.000,ahe_mrta_v3,22,4,0.91
165.000,ahe_mrta_v3,23,4,0.67
170.000,ahe_mrta_v3,24,4,0.68
175.000,ahe_mrta_v3,25,4,0.91
180.000,ahe_mrta_v3,26,4,0.64
