timestamp_s,strategy,alloc_num,footprint_bytes
30.000,ahe_mrta_v3,1,68
35.000,ahe_mrta_v3,2,64
40.000,ahe_mrta_v3,3,64
45.000,ahe_mrta_v3,4,64
50.000,ahe_mrta_v3,5,60
60.000,ahe_mrta_v3,6,72
65.000,ahe_mrta_v3,7,76
70.000,ahe_mrta_v3,8,72
75.000,ahe_mrta_v3,9,64
80.000,ahe_mrta_v3,10,64
85.000,ahe_mrta_v3,11,64
90.001,ahe_mrta_v3,12,72
95.000,ahe_mrta_v3,13,68
100.000,ahe_mrta_v3,14,64
105.000,ahe_mrta_v3,15,56
110.000,ahe_mrta_v3,16,60
115.000,ahe_mrta_v3,17,48
120.000,ahe_mrta_v3,18,52
125.000,ahe_mrta_v3,19,56
130.000,ahe_mrta_v3,20,56
135.000,ahe_mrta_v3,21,56
140.000,ahe_mrta_v3,22,56
145.000,ahe_mrta_v3,23,56
150.000,ahe_mrta_v3,24,52
155.000,ahe_mrta_v3,25,56
160.000,ahe_mrta_v3,26,52
165.000,ahe_mrta_v3,27,52
