timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,7,5.19
35.000,ahe_mrta_v3,2,7,0.72
40.000,ahe_mrta_v3,3,7,0.35
45.000,ahe_mrta_v3,4,7,0.75
60.000,ahe_mrta_v3,5,9,2.18
65.000,ahe_mrta_v3,6,9,1.06
70.000,ahe_mrta_v3,7,6,1.20
75.000,ahe_mrta_v3,8,6,1.23
80.000,ahe_mrta_v3,9,6,1.28
85.000,ahe_mrta_v3,10,6,1.36
90.000,ahe_mrta_v3,11,7,1.98
95.000,ahe_mrta_v3,12,8,2.29
100.000,ahe_mrta_v3,13,7,2.11
105.000,ahe_mrta_v3,14,7,1.64
110.000,ahe_mrta_v3,15,7,1.85
115.000,ahe_mrta_v3,16,6,1.51
120.001,ahe_mrta_v3,17,5,1.75
125.000,ahe_mrta_v3,18,5,1.64
130.000,ahe_mrta_v3,19,5,1.75
135.000,ahe_mrta_v3,20,5,0.97
140.000,ahe_mrta_v3,21,5,1.25
145.000,ahe_mrta_v3,22,5,0.98
150.000,ahe_mrta_v3,23,5,0.86
155.000,ahe_mrta_v3,24,5,0.73
160.000,ahe_mrta_v3,25,4,0.76
165.000,ahe_mrta_v3,26,4,1.01
170.000,ahe_mrta_v3,27,4,0.82
