experiment_id,scenario,strategy,seed,robot_count,target_count,tasks_total,tasks_completed,tasks_failed,tasks_remaining,task_completion_rate,makespan_s,average_task_delay,average_task_delay_completed,deadline_violation_rate,deadline_violation_rate_completed,total_travel_distance,workload_balance,workload_balance_active,workload_balance_legacy_variance,travel_distance_balance,failure_recovery_time,replanning_frequency,allocation_instability,mean_decision_latency_ms,communication_messages,communication_bytes,rosbag_size_mb,source,exec_preemptions,task_redispatch,redispatch_per_task,failure_recovery_time_censored
exp_robot_failure_big_mrta_r5t25_seed02,robot_failure,big_mrta,2,5,25,25,25,0,0,1.0,171.0,64.13,64.13,0.04,0.04,139.27,1.0,1.0,1.0,0.862,12.14,0.7,0.0769,0.99,2,0,0.0,gazebo,0,0,0.0,12.14
exp_robot_failure_big_mrta_r5t25_seed03,robot_failure,big_mrta,3,5,25,25,22,0,3,0.88,900.0,170.68,75.05,0.12,0.0,133.72,0.968,0.9918,0.6098,0.8839,97.14,12.07,7.8696,0.12,181,0,0.0,gazebo,0,0,0.0,97.14
exp_robot_failure_big_mrta_r5t25_seed04,robot_failure,big_mrta,4,5,25,25,24,0,1,0.96,900.0,103.58,71.61,0.04,0.0,123.18,0.9143,0.9918,0.3165,0.8889,123.95,12.07,7.24,0.11,181,0,0.0,gazebo,0,0,0.0,123.95
exp_robot_failure_big_mrta_r5t25_seed05,robot_failure,big_mrta,5,5,25,25,25,0,0,1.0,153.0,75.61,75.61,0.12,0.12,126.14,0.9843,0.9932,0.7143,0.8901,68.95,8.24,0.8077,0.28,21,0,0.0,gazebo,0,0,0.0,68.95
exp_robot_failure_big_mrta_r5t25_seed06,robot_failure,big_mrta,6,5,25,25,23,0,2,0.92,900.0,120.35,54.99,0.08,0.0,96.06,0.9532,0.9804,0.4902,0.9731,64.15,12.07,7.5417,0.11,181,0,0.0,gazebo,0,1,0.0435,64.15
exp_robot_failure_big_mrta_r5t25_seed07,robot_failure,big_mrta,7,5,25,25,24,0,1,0.96,900.0,97.5,65.23,0.04,0.0,117.7,0.96,0.9932,0.5102,0.9172,37.18,11.53,6.92,0.1,173,0,0.0,gazebo,0,0,0.0,855.0
exp_robot_failure_big_mrta_r5t25_seed08,robot_failure,big_mrta,8,5,25,25,23,0,2,0.92,900.0,140.19,76.56,0.12,0.0435,133.16,0.92,0.9932,0.3521,0.9086,118.48,12.07,7.5417,0.12,181,0,0.0,gazebo,0,0,0.0,118.48
exp_robot_failure_big_mrta_r5t25_seed09,robot_failure,big_mrta,9,5,25,25,25,0,0,1.0,131.0,61.9,61.9,0.04,0.04,117.35,0.9259,0.9603,0.3333,0.9809,42.18,8.7,0.7308,0.28,19,0,0.0,gazebo,0,1,0.04,42.18
exp_robot_failure_big_mrta_r5t25_seed10,robot_failure,big_mrta,10,5,25,25,23,0,2,0.92,900.0,130.18,65.68,0.08,0.0,107.84,0.9888,0.9918,0.8065,0.9124,58.3,12.07,7.5417,0.12,181,0,0.0,gazebo,0,0,0.0,858.0
exp_robot_failure_big_mrta_r5t25_seed11,robot_failure,big_mrta,11,5,25,25,24,0,1,0.96,900.0,96.62,64.36,0.08,0.0417,108.9,0.96,0.9932,0.5102,0.9714,35.77,12.07,7.24,0.11,181,0,0.0,gazebo,0,0,0.0,35.77
exp_robot_failure_big_mrta_r5t25_seed12,robot_failure,big_mrta,12,5,25,25,23,0,2,0.92,900.0,137.18,73.37,0.12,0.0435,129.68,0.92,0.9932,0.3521,0.8951,117.25,12.07,7.5417,0.12,181,0,0.0,gazebo,0,0,0.0,117.25
exp_robot_failure_big_mrta_r5t25_seed13,robot_failure,big_mrta,13,5,25,25,23,0,2,0.92,900.0,135.64,71.7,0.08,0.0,118.94,0.9363,0.9615,0.4098,0.8791,60.49,12.07,7.5417,0.12,181,0,0.0,gazebo,0,0,0.0,60.49
exp_robot_failure_big_mrta_r5t25_seed14,robot_failure,big_mrta,14,5,25,25,24,0,1,0.96,900.0,101.84,69.79,0.08,0.0417,108.69,0.96,0.9932,0.5102,0.9563,49.1,12.07,7.24,0.11,181,0,0.0,gazebo,0,0,0.0,49.1
exp_robot_failure_big_mrta_r5t25_seed15,robot_failure,big_mrta,15,5,25,25,24,0,1,0.96,900.0,104.41,72.47,0.08,0.0417,134.28,0.9763,0.9804,0.641,0.9392,108.27,12.07,7.24,0.11,181,0,0.0,gazebo,0,0,0.0,108.27
exp_robot_failure_big_mrta_r5t25_seed16,robot_failure,big_mrta,16,5,25,25,25,0,0,1.0,131.0,70.3,70.3,0.04,0.04,122.11,0.9542,0.9918,0.4545,0.9488,56.77,0.92,0.0769,0.94,2,0,0.0,gazebo,0,0,0.0,56.77
exp_robot_failure_big_mrta_r5t25_seed17,robot_failure,big_mrta,17,5,25,25,24,0,1,0.96,900.0,95.58,63.23,0.04,0.0,105.24,0.96,0.9932,0.5102,0.926,83.46,12.07,7.24,0.11,181,0,0.0,gazebo,0,0,0.0,83.46
exp_robot_failure_big_mrta_r5t25_seed18,robot_failure,big_mrta,18,5,25,25,24,0,1,0.96,900.0,110.16,78.41,0.08,0.0417,154.14,0.96,0.9932,0.5102,0.8855,104.26,11.6,6.96,0.1,174,0,0.0,gazebo,0,0,0.0,859.0
exp_robot_failure_big_mrta_r5t25_seed19,robot_failure,big_mrta,19,5,25,25,25,0,0,1.0,123.0,61.32,61.32,0.0,0.0,102.41,0.9542,0.9918,0.4545,0.9369,36.27,9.76,0.7692,0.27,20,0,0.0,gazebo,0,0,0.0,36.27
exp_robot_failure_big_mrta_r5t25_seed20,robot_failure,big_mrta,20,5,25,25,23,0,2,0.92,900.0,127.89,63.09,0.08,0.0,100.65,0.9706,0.9704,0.6098,0.9643,67.49,12.0,7.5,0.11,180,0,0.0,gazebo,0,0,0.0,853.0
exp_robot_failure_consensus_dbta_r5t25_seed01,robot_failure,consensus_dbta,1,5,25,25,25,0,0,1.0,242.0,98.37,98.37,0.2,0.2,193.53,0.8993,0.9796,0.2632,0.8949,88.45,0.5,0.0769,1.72,2,0,0.0,gazebo,0,0,0.0,88.45
exp_robot_failure_consensus_dbta_r5t25_seed02,robot_failure,consensus_dbta,2,5,25,25,25,0,0,1.0,161.0,66.91,66.91,0.0,0.0,135.71,0.9542,0.9918,0.4545,0.914,110.78,0.75,0.0769,1.65,2,0,0.0,gazebo,0,0,0.0,110.78
exp_robot_failure_consensus_dbta_r5t25_seed03,robot_failure,consensus_dbta,3,5,25,25,25,0,0,1.0,186.0,72.46,72.46,0.0,0.0,134.44,0.8503,0.9863,0.1852,0.8807,73.46,0.65,0.0769,1.66,2,0,0.0,gazebo,0,0,0.0,73.46
exp_robot_failure_consensus_dbta_r5t25_seed04,robot_failure,consensus_dbta,4,5,25,25,25,0,0,1.0,181.0,88.7,88.7,0.08,0.08,144.97,0.8503,0.9863,0.1852,0.9093,100.34,0.99,0.1154,1.17,3,0,0.0,gazebo,0,0,0.0,100.34
exp_robot_failure_consensus_dbta_r5t25_seed05,robot_failure,consensus_dbta,5,5,25,25,25,0,0,1.0,165.0,78.19,78.19,0.08,0.08,147.6,0.8993,0.9796,0.2632,0.9069,113.76,0.73,0.0769,1.74,2,0,0.0,gazebo,0,1,0.04,113.76
exp_robot_failure_consensus_dbta_r5t25_seed06,robot_failure,consensus_dbta,6,5,25,25,25,0,0,1.0,170.0,72.15,72.15,0.08,0.08,144.69,0.8993,0.9796,0.2632,0.8911,125.08,0.71,0.0769,1.46,2,0,0.0,gazebo,0,0,0.0,125.08
exp_robot_failure_consensus_dbta_r5t25_seed07,robot_failure,consensus_dbta,7,5,25,25,25,0,0,1.0,180.0,71.46,71.46,0.04,0.04,136.63,0.9124,0.9944,0.2941,0.869,134.25,0.67,0.0769,1.16,2,0,0.0,gazebo,0,0,0.0,134.25
exp_robot_failure_consensus_dbta_r5t25_seed08,robot_failure,consensus_dbta,8,5,25,25,25,0,0,1.0,185.0,89.71,89.71,0.16,0.16,158.32,0.8993,0.9796,0.2632,0.9353,119.45,0.65,0.0769,1.5,2,0,0.0,gazebo,0,0,0.0,119.45
exp_robot_failure_consensus_dbta_r5t25_seed09,robot_failure,consensus_dbta,9,5,25,25,25,0,0,1.0,185.0,78.26,78.26,0.08,0.08,169.14,0.9542,0.9918,0.4545,0.8956,116.4,0.65,0.0769,1.56,2,0,0.0,gazebo,0,0,0.0,116.4
exp_robot_failure_consensus_dbta_r5t25_seed10,robot_failure,consensus_dbta,10,5,25,25,25,0,0,1.0,179.0,86.11,86.11,0.08,0.08,153.94,0.9398,0.9758,0.3846,0.9107,135.83,0.67,0.0769,1.06,2,0,0.0,gazebo,0,0,0.0,135.83
exp_robot_failure_consensus_dbta_r5t25_seed11,robot_failure,consensus_dbta,11,5,25,25,25,0,0,1.0,221.0,86.81,86.81,0.16,0.16,142.23,0.9542,0.9918,0.4545,0.8058,86.45,0.54,0.0769,1.76,2,0,0.0,gazebo,0,0,0.0,86.45
exp_robot_failure_consensus_dbta_r5t25_seed12,robot_failure,consensus_dbta,12,5,25,25,25,0,0,1.0,215.0,93.16,93.16,0.16,0.16,163.7,0.8993,0.9796,0.2632,0.8686,62.28,0.56,0.0769,1.28,2,0,0.0,gazebo,0,1,0.04,62.28
exp_robot_failure_consensus_dbta_r5t25_seed13,robot_failure,consensus_dbta,13,5,25,25,25,0,0,1.0,182.0,85.96,85.96,0.16,0.16,158.88,0.8993,0.9796,0.2632,0.885,132.5,0.66,0.0769,1.22,2,0,0.0,gazebo,0,0,0.0,132.5
exp_robot_failure_consensus_dbta_r5t25_seed14,robot_failure,consensus_dbta,14,5,25,25,25,0,0,1.0,218.0,83.38,83.38,0.16,0.16,156.61,0.8993,0.9796,0.2632,0.8035,163.47,0.55,0.0769,1.6,2,0,0.0,gazebo,0,0,0.0,163.47
exp_robot_failure_consensus_dbta_r5t25_seed15,robot_failure,consensus_dbta,15,5,25,25,25,0,0,1.0,263.0,85.53,85.53,0.12,0.12,164.41,0.8993,0.9796,0.2632,0.7983,125.15,0.46,0.0769,1.27,2,0,0.0,gazebo,0,0,0.0,125.15
exp_robot_failure_consensus_dbta_r5t25_seed16,robot_failure,consensus_dbta,16,5,25,25,25,0,0,1.0,189.0,88.36,88.36,0.2,0.2,148.81,0.8993,0.9796,0.2632,0.9032,96.06,0.63,0.0769,1.06,2,0,0.0,gazebo,0,0,0.0,96.06
exp_robot_failure_consensus_dbta_r5t25_seed17,robot_failure,consensus_dbta,17,5,25,25,25,0,0,1.0,240.0,112.24,112.24,0.2,0.2,184.66,0.9124,0.9944,0.2941,0.8613,151.56,0.75,0.1154,0.9,3,0,0.0,gazebo,0,1,0.04,151.56
exp_robot_failure_consensus_dbta_r5t25_seed18,robot_failure,consensus_dbta,18,5,25,25,25,0,0,1.0,217.0,95.4,95.4,0.12,0.12,198.42,0.9398,0.9758,0.3846,0.9232,175.14,0.55,0.0769,1.45,2,0,0.0,gazebo,0,0,0.0,175.14
exp_robot_failure_consensus_dbta_r5t25_seed19,robot_failure,consensus_dbta,19,5,25,25,25,0,0,1.0,242.0,102.61,102.61,0.12,0.12,186.2,0.9398,0.9758,0.3846,0.8903,99.28,0.5,0.0769,1.18,2,0,0.0,gazebo,0,0,0.0,99.28
exp_robot_failure_consensus_dbta_r5t25_seed20,robot_failure,consensus_dbta,20,5,25,25,25,0,0,1.0,197.0,84.02,84.02,0.12,0.12,154.66,0.9542,0.9918,0.4545,0.8992,148.37,0.61,0.0769,1.45,2,0,0.0,gazebo,0,0,0.0,148.37
exp_robot_failure_rostam_ea_r5t25_seed01,robot_failure,rostam_ea,1,5,25,25,25,0,0,1.0,178.0,82.03,82.03,0.16,0.16,172.25,0.9843,0.9932,0.7143,0.9758,72.4,0.67,0.0769,64.92,2,0,0.0,gazebo,0,0,0.0,72.4
exp_robot_failure_rostam_ea_r5t25_seed02,robot_failure,rostam_ea,2,5,25,25,25,0,0,1.0,228.0,97.37,97.37,0.04,0.04,170.27,0.8741,0.9514,0.2174,0.8705,45.34,0.53,0.0769,63.38,2,0,0.0,gazebo,0,0,0.0,45.34
exp_robot_failure_rostam_ea_r5t25_seed03,robot_failure,rostam_ea,3,5,25,25,25,0,0,1.0,277.0,103.51,103.51,0.12,0.12,181.93,0.9542,0.9587,0.4545,0.8082,80.63,0.43,0.0769,75.53,2,0,0.0,gazebo,0,0,0.0,80.63
exp_robot_failure_rostam_ea_r5t25_seed04,robot_failure,rostam_ea,4,5,25,25,25,0,0,1.0,213.0,84.55,84.55,0.04,0.04,165.23,0.9124,0.9112,0.2941,0.9344,99.8,0.56,0.0769,62.48,2,0,0.0,gazebo,0,0,0.0,99.8
exp_robot_failure_rostam_ea_r5t25_seed05,robot_failure,rostam_ea,5,5,25,25,25,0,0,1.0,201.0,78.97,78.97,0.12,0.12,178.26,0.9843,0.9932,0.7143,0.9213,64.28,0.6,0.0769,63.8,2,0,0.0,gazebo,0,0,0.0,64.28
exp_robot_failure_rostam_ea_r5t25_seed06,robot_failure,rostam_ea,6,5,25,25,25,0,0,1.0,269.0,113.82,113.82,0.16,0.16,206.27,0.9542,0.9918,0.4545,0.905,189.49,0.45,0.0769,67.29,2,0,0.0,gazebo,0,0,0.0,189.49
exp_robot_failure_rostam_ea_r5t25_seed07,robot_failure,rostam_ea,7,5,25,25,25,0,0,1.0,240.0,111.54,111.54,0.2,0.2,182.21,0.9124,0.9944,0.2941,0.8222,90.95,0.5,0.0769,76.13,2,0,0.0,gazebo,0,0,0.0,90.95
exp_robot_failure_rostam_ea_r5t25_seed08,robot_failure,rostam_ea,8,5,25,25,25,0,0,1.0,207.0,87.89,87.89,0.04,0.04,163.19,0.8993,0.9796,0.2632,0.9076,91.78,0.58,0.0769,70.27,2,0,0.0,gazebo,0,1,0.04,91.78
exp_robot_failure_rostam_ea_r5t25_seed09,robot_failure,rostam_ea,9,5,25,25,25,0,0,1.0,276.0,91.93,91.93,0.12,0.12,175.14,0.969,0.9615,0.5556,0.836,54.13,0.43,0.0769,65.48,2,0,0.0,gazebo,0,0,0.0,54.13
exp_robot_failure_rostam_ea_r5t25_seed10,robot_failure,rostam_ea,10,5,25,25,25,0,0,1.0,198.0,97.32,97.32,0.16,0.16,164.15,0.8741,0.9514,0.2174,0.8715,37.46,0.61,0.0769,70.03,2,0,0.0,gazebo,0,1,0.04,37.46
exp_robot_failure_rostam_ea_r5t25_seed11,robot_failure,rostam_ea,11,5,25,25,25,0,0,1.0,191.0,82.16,82.16,0.04,0.04,154.77,0.9542,0.9918,0.4545,0.9275,37.05,0.63,0.0769,67.36,2,0,0.0,gazebo,0,1,0.04,37.05
exp_robot_failure_rostam_ea_r5t25_seed12,robot_failure,rostam_ea,12,5,25,25,25,0,0,1.0,168.0,87.04,87.04,0.12,0.12,148.93,0.9398,0.9758,0.3846,0.9261,58.84,0.71,0.0769,62.6,2,0,0.0,gazebo,0,0,0.0,58.84
exp_robot_failure_rostam_ea_r5t25_seed13,robot_failure,rostam_ea,13,5,25,25,25,0,0,1.0,241.0,85.95,85.95,0.12,0.12,182.68,0.9259,0.9603,0.3333,0.8979,34.23,0.5,0.0769,59.16,2,0,0.0,gazebo,0,1,0.04,34.23
exp_robot_failure_rostam_ea_r5t25_seed14,robot_failure,rostam_ea,14,5,25,25,25,0,0,1.0,233.0,93.26,93.26,0.16,0.16,178.55,0.8503,0.8416,0.1852,0.8924,43.48,0.52,0.0769,68.87,2,0,0.0,gazebo,0,1,0.04,43.48
exp_robot_failure_rostam_ea_r5t25_seed15,robot_failure,rostam_ea,15,5,25,25,25,0,0,1.0,219.0,85.47,85.47,0.08,0.08,181.69,0.9843,0.9804,0.7143,0.9357,65.09,0.55,0.0769,70.0,2,0,0.0,gazebo,0,1,0.04,65.09
exp_robot_failure_rostam_ea_r5t25_seed16,robot_failure,rostam_ea,16,5,25,25,25,0,0,1.0,196.0,91.82,91.82,0.08,0.08,173.68,1.0,1.0,1.0,0.9323,83.53,0.61,0.0769,64.51,2,0,0.0,gazebo,0,0,0.0,83.53
exp_robot_failure_rostam_ea_r5t25_seed17,robot_failure,rostam_ea,17,5,25,25,25,0,0,1.0,195.0,90.4,90.4,0.08,0.08,149.61,0.8503,0.9863,0.1852,0.8714,73.73,0.62,0.0769,66.39,2,0,0.0,gazebo,0,0,0.0,73.73
exp_robot_failure_rostam_ea_r5t25_seed18,robot_failure,rostam_ea,18,5,25,25,25,0,0,1.0,226.0,107.33,107.33,0.2,0.2,180.99,0.9542,0.9587,0.4545,0.8906,73.66,0.53,0.0769,66.07,2,0,0.0,gazebo,0,0,0.0,73.66
exp_robot_failure_rostam_ea_r5t25_seed19,robot_failure,rostam_ea,19,5,25,25,25,0,0,1.0,176.0,75.33,75.33,0.0,0.0,135.03,0.969,0.9757,0.5556,0.9121,126.14,0.68,0.0769,64.05,2,0,0.0,gazebo,0,0,0.0,126.14
exp_robot_failure_rostam_ea_r5t25_seed20,robot_failure,rostam_ea,20,5,25,25,25,0,0,1.0,258.0,103.55,103.55,0.16,0.16,220.27,0.8741,0.903,0.2174,0.8892,67.95,0.47,0.0769,65.56,2,0,0.0,gazebo,0,0,0.0,67.95
