experiment_id,scenario,strategy,seed,robot_count,target_count,tasks_total,tasks_completed,tasks_failed,tasks_remaining,task_completion_rate,makespan_s,average_task_delay,average_task_delay_completed,deadline_violation_rate,deadline_violation_rate_completed,total_travel_distance,workload_balance,workload_balance_active,workload_balance_legacy_variance,travel_distance_balance,failure_recovery_time,replanning_frequency,allocation_instability,mean_decision_latency_ms,communication_messages,communication_bytes,rosbag_size_mb,source,exec_preemptions,task_redispatch,redispatch_per_task,failure_recovery_time_censored
exp_mixed_stress_rostam_ea_r3t15_seed02,mixed_stress,rostam_ea,2,3,15,15,15,0,0,1.0,164.0,58.23,58.23,0.2667,0.2667,95.57,0.974,0.9878,0.6,0.9944,106.75,1.46,0.25,31.32,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_rostam_ea_r3t15_seed03,mixed_stress,rostam_ea,3,3,15,15,15,0,0,1.0,226.0,74.79,74.79,0.6667,0.6667,108.32,0.8065,0.9494,0.1429,0.8811,73.55,1.06,0.25,31.7,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_rostam_ea_r3t15_seed04,mixed_stress,rostam_ea,4,3,15,15,15,0,0,1.0,136.0,35.44,35.44,0.2667,0.2667,68.3,0.974,0.9615,0.6,0.9895,10.95,1.76,0.25,30.8,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_rostam_ea_r3t15_seed05,mixed_stress,rostam_ea,5,3,15,15,15,0,0,1.0,172.0,56.25,56.25,0.4,0.4,76.42,0.8427,0.8288,0.1765,0.8951,31.64,1.4,0.25,27.68,4,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_ahe_mrta_v3_r3t15_seed01,robot_failure,ahe_mrta_v3,1,3,15,15,15,0,0,1.0,222.0,104.28,104.28,0.1333,0.1333,105.1,0.8427,0.9941,0.1765,0.8075,71.34,8.65,2.0,7.44,32,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_ahe_mrta_v3_r3t15_seed02,robot_failure,ahe_mrta_v3,2,3,15,15,15,0,0,1.0,204.0,94.98,94.98,0.0,0.0,95.63,0.8427,0.9941,0.1765,0.8361,158.05,7.65,1.625,9.59,26,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_ahe_mrta_v3_r3t15_seed03,robot_failure,ahe_mrta_v3,3,3,15,15,15,0,0,1.0,188.0,100.39,100.39,0.0,0.0,107.29,0.8065,0.9494,0.1429,0.9716,71.05,8.3,1.625,10.76,26,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_ahe_mrta_v3_r3t15_seed04,robot_failure,ahe_mrta_v3,4,3,15,15,15,0,0,1.0,162.0,91.07,91.07,0.0,0.0,83.49,0.8065,0.9494,0.1429,0.8678,114.45,10.0,1.6875,9.0,27,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_ahe_mrta_v3_r3t15_seed05,robot_failure,ahe_mrta_v3,5,3,15,15,15,0,0,1.0,216.0,97.98,97.98,0.0,0.0,102.8,0.9036,0.973,0.2727,0.8392,165.35,8.06,1.8125,8.86,29,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_big_mrta_r3t15_seed01,robot_failure,big_mrta,1,3,15,15,13,0,2,0.8667,900.0,173.14,65.32,0.1333,0.0,62.5,0.9883,0.9878,0.8182,0.9756,39.35,12.0,12.8571,0.08,180,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_big_mrta_r3t15_seed02,robot_failure,big_mrta,2,3,15,15,14,0,1,0.9333,900.0,135.21,82.44,0.0667,0.0,90.56,0.9333,0.9918,0.3913,0.8503,116.35,11.47,11.4667,0.07,172,0,0.0,gazebo,0,1,0.0714,
exp_robot_failure_big_mrta_r3t15_seed03,robot_failure,big_mrta,3,3,15,15,14,0,1,0.9333,900.0,114.62,60.38,0.0667,0.0,70.14,0.9333,0.9918,0.3913,0.8618,116.75,12.0,12.0,0.07,180,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_big_mrta_r3t15_seed04,robot_failure,big_mrta,4,3,15,15,14,0,1,0.9333,900.0,101.38,46.19,0.0667,0.0,51.34,0.8829,0.9308,0.2571,0.9242,23.45,12.0,12.0,0.07,180,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_big_mrta_r3t15_seed05,robot_failure,big_mrta,5,3,15,15,13,0,2,0.8667,900.0,160.36,50.57,0.1333,0.0,66.81,0.9235,0.9615,0.3913,0.9286,49.25,12.0,12.8571,0.07,180,0,0.0,gazebo,0,1,0.0769,
exp_robot_failure_consensus_dbta_r3t15_seed01,robot_failure,consensus_dbta,1,3,15,15,15,0,0,1.0,160.0,71.7,71.7,0.1333,0.1333,77.72,0.974,0.9918,0.6,0.8607,62.51,0.75,0.125,0.31,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_consensus_dbta_r3t15_seed02,robot_failure,consensus_dbta,2,3,15,15,15,0,0,1.0,146.0,66.03,66.03,0.1333,0.1333,72.59,0.8065,0.9494,0.1429,0.8878,96.45,0.82,0.125,0.43,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_consensus_dbta_r3t15_seed03,robot_failure,consensus_dbta,3,3,15,15,15,0,0,1.0,176.0,90.05,90.05,0.0667,0.0667,91.61,0.8427,0.9941,0.1765,0.8473,125.75,1.36,0.25,0.31,4,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_consensus_dbta_r3t15_seed04,robot_failure,consensus_dbta,4,3,15,15,15,0,0,1.0,138.0,58.66,58.66,0.0,0.0,68.95,1.0,1.0,1.0,0.872,11.85,0.87,0.125,0.5,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_consensus_dbta_r3t15_seed05,robot_failure,consensus_dbta,5,3,15,15,15,0,0,1.0,158.0,64.4,64.4,0.0,0.0,75.34,0.9036,0.973,0.2727,0.9005,64.35,0.76,0.125,0.46,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_rostam_ea_r3t15_seed01,robot_failure,rostam_ea,1,3,15,15,15,0,0,1.0,196.0,83.81,83.81,0.0667,0.0667,83.47,0.974,0.9918,0.6,0.8574,105.15,0.61,0.125,33.41,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_rostam_ea_r3t15_seed02,robot_failure,rostam_ea,2,3,15,15,15,0,0,1.0,244.0,101.59,101.59,0.2,0.2,103.39,0.9259,1.0,0.3333,0.777,115.05,0.49,0.125,39.88,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_rostam_ea_r3t15_seed03,robot_failure,rostam_ea,3,3,15,15,15,0,0,1.0,220.0,80.67,80.67,0.0667,0.0667,94.53,0.974,0.9918,0.6,0.8344,88.06,0.55,0.125,35.58,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_rostam_ea_r3t15_seed04,robot_failure,rostam_ea,4,3,15,15,15,0,0,1.0,130.0,66.51,66.51,0.0,0.0,76.2,0.9036,0.973,0.2727,0.9832,63.55,0.92,0.125,40.31,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_rostam_ea_r3t15_seed05,robot_failure,rostam_ea,5,3,15,15,15,0,0,1.0,228.0,94.51,94.51,0.1333,0.1333,90.79,0.974,0.9615,0.6,0.7834,69.25,0.53,0.125,37.63,2,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_ahe_mrta_v3_r3t24_seed01,deadline_pressure,ahe_mrta_v3,1,3,24,24,24,0,0,1.0,270.0,105.56,105.56,0.5,0.5,150.56,0.96,0.96,0.2727,0.9893,0.0,8.89,1.6,9.47,40,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_ahe_mrta_v3_r3t24_seed02,deadline_pressure,ahe_mrta_v3,2,3,24,24,24,0,0,1.0,288.0,108.27,108.27,0.375,0.375,152.36,1.0,1.0,1.0,0.9606,0.0,8.96,1.72,8.85,43,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_ahe_mrta_v3_r3t24_seed03,deadline_pressure,ahe_mrta_v3,3,3,24,24,24,0,0,1.0,236.0,113.12,113.12,0.4167,0.4167,133.99,0.9697,0.9697,0.3333,0.9958,0.0,9.41,1.48,10.12,37,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_ahe_mrta_v3_r3t24_seed04,deadline_pressure,ahe_mrta_v3,4,3,24,24,24,0,0,1.0,212.0,96.17,96.17,0.375,0.375,133.81,0.9897,0.9897,0.6,0.9952,0.0,8.77,1.24,12.18,31,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_ahe_mrta_v3_r3t24_seed05,deadline_pressure,ahe_mrta_v3,5,3,24,24,24,0,0,1.0,244.0,100.97,100.97,0.4583,0.4583,134.67,0.9897,0.9897,0.6,0.9888,0.0,9.1,1.48,9.86,37,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r3t24_seed01,deadline_pressure,big_mrta,1,3,24,24,10,0,14,0.4167,900.0,531.24,51.38,0.625,0.1,57.84,0.9804,0.9804,0.8182,0.9617,0.0,12.0,16.3636,0.11,180,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r3t24_seed02,deadline_pressure,big_mrta,2,3,24,24,15,0,9,0.625,900.0,359.72,51.15,0.375,0.0,59.47,0.974,0.974,0.6,0.9874,0.0,12.0,11.25,0.11,180,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r3t24_seed03,deadline_pressure,big_mrta,3,3,24,24,13,0,11,0.5417,900.0,428.06,50.72,0.5,0.0769,53.86,0.9883,0.9883,0.8182,0.9626,0.0,12.0,12.8571,0.11,180,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r3t24_seed04,deadline_pressure,big_mrta,4,3,24,24,12,0,12,0.5,900.0,461.05,48.1,0.5,0.0,54.23,0.96,0.96,0.6,0.9179,0.0,12.0,13.8462,0.11,180,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r3t24_seed05,deadline_pressure,big_mrta,5,3,24,24,12,0,12,0.5,900.0,457.96,41.92,0.5,0.0,43.4,0.96,0.96,0.6,0.996,0.0,12.0,13.8462,0.11,180,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_consensus_dbta_r3t24_seed01,deadline_pressure,consensus_dbta,1,3,24,24,24,0,0,1.0,246.0,124.1,124.1,0.7083,0.7083,145.53,1.0,1.0,1.0,0.986,0.0,4.88,0.8,0.21,20,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_consensus_dbta_r3t24_seed02,deadline_pressure,consensus_dbta,2,3,24,24,24,0,0,1.0,224.0,117.79,117.79,0.625,0.625,143.22,0.9897,0.9897,0.6,0.998,0.0,4.55,0.68,0.22,17,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_consensus_dbta_r3t24_seed03,deadline_pressure,consensus_dbta,3,3,24,24,24,0,0,1.0,190.0,93.43,93.43,0.5417,0.5417,111.67,1.0,1.0,1.0,0.9926,0.0,5.05,0.64,0.26,16,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_consensus_dbta_r3t24_seed04,deadline_pressure,consensus_dbta,4,3,24,24,24,0,0,1.0,292.0,129.76,129.76,0.625,0.625,159.5,0.9897,0.9897,0.6,0.9509,0.0,3.49,0.68,0.22,17,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_consensus_dbta_r3t24_seed05,deadline_pressure,consensus_dbta,5,3,24,24,24,0,0,1.0,208.0,95.47,95.47,0.5833,0.5833,106.15,0.9697,0.9697,0.3333,0.9693,0.0,4.62,0.64,0.26,16,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r3t24_seed01,deadline_pressure,rostam_ea,1,3,24,24,24,0,0,1.0,194.0,104.6,104.6,0.5833,0.5833,113.84,1.0,1.0,1.0,0.9885,0.0,0.31,0.04,57.06,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r3t24_seed02,deadline_pressure,rostam_ea,2,3,24,24,24,0,0,1.0,230.0,107.11,107.11,0.5,0.5,112.93,0.96,0.96,0.2727,0.9033,0.0,0.26,0.04,62.94,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r3t24_seed03,deadline_pressure,rostam_ea,3,3,24,24,24,0,0,1.0,228.0,92.31,92.31,0.4583,0.4583,107.38,0.9897,0.9897,0.6,0.9291,0.0,0.26,0.04,59.75,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r3t24_seed04,deadline_pressure,rostam_ea,4,3,24,24,24,0,0,1.0,170.0,80.14,80.14,0.4167,0.4167,103.14,1.0,1.0,1.0,0.997,0.0,0.35,0.04,60.74,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r3t24_seed05,deadline_pressure,rostam_ea,5,3,24,24,24,0,0,1.0,260.0,94.27,94.27,0.5417,0.5417,118.85,0.96,0.96,0.2727,0.8873,0.0,0.23,0.04,58.69,1,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_ahe_mrta_v3_r3t24_seed01,mixed_stress,ahe_mrta_v3,1,3,24,24,24,0,0,1.0,341.0,131.08,131.08,0.5417,0.5417,164.97,0.8348,0.9977,0.0732,0.8075,37.45,11.44,2.6,5.37,65,0,0.0,gazebo,0,1,0.0417,
exp_mixed_stress_ahe_mrta_v3_r3t24_seed02,mixed_stress,ahe_mrta_v3,2,3,24,24,24,0,0,1.0,382.0,139.74,139.74,0.5,0.5,181.65,0.7805,1.0,0.0526,0.8069,211.64,10.05,2.56,5.37,64,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_ahe_mrta_v3_r3t24_seed03,mixed_stress,ahe_mrta_v3,3,3,24,24,24,0,0,1.0,368.0,119.63,119.63,0.4583,0.4583,172.31,0.8571,0.9615,0.0857,0.8031,43.03,9.62,2.36,5.73,59,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_ahe_mrta_v3_r3t24_seed04,mixed_stress,ahe_mrta_v3,4,3,24,24,24,0,0,1.0,314.0,105.04,105.04,0.4583,0.4583,141.06,0.8348,0.9977,0.0732,0.7804,140.05,10.32,2.16,6.61,54,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_ahe_mrta_v3_r3t24_seed05,mixed_stress,ahe_mrta_v3,5,3,24,24,24,0,0,1.0,380.0,137.99,137.99,0.5417,0.5417,172.01,0.7742,0.9918,0.0508,0.7703,262.63,11.05,2.8,5.26,70,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_big_mrta_r3t24_seed01,mixed_stress,big_mrta,1,3,24,24,12,0,12,0.5,900.0,442.71,56.41,0.5833,0.1667,68.68,0.8889,1.0,0.3333,0.861,78.55,12.0,13.8462,0.11,180,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_big_mrta_r3t24_seed02,mixed_stress,big_mrta,2,3,24,24,13,0,11,0.5417,900.0,409.63,53.62,0.5,0.0769,69.03,0.8667,0.9918,0.2571,0.9291,82.58,12.0,12.8571,0.1,180,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_big_mrta_r3t24_seed03,mixed_stress,big_mrta,3,3,24,24,12,0,12,0.5,900.0,441.7,49.41,0.5417,0.0833,72.14,0.8889,1.0,0.3333,0.9327,100.64,12.0,13.8462,0.1,180,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_big_mrta_r3t24_seed04,mixed_stress,big_mrta,4,3,24,24,13,0,11,0.5417,900.0,402.1,37.42,0.4583,0.0,68.55,0.9883,0.9878,0.8182,0.9613,37.64,12.0,12.8571,0.09,180,0,0.0,gazebo,0,1,0.0769,
exp_mixed_stress_big_mrta_r3t24_seed05,mixed_stress,big_mrta,5,3,24,24,15,0,9,0.625,900.0,330.15,35.84,0.375,0.0,51.14,0.974,0.9918,0.6,0.9589,25.55,12.0,11.25,0.09,180,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_consensus_dbta_r3t24_seed01,mixed_stress,consensus_dbta,1,3,24,24,24,0,0,1.0,292.0,108.26,108.26,0.6667,0.6667,132.6,0.7742,0.9918,0.0508,0.8237,159.91,5.55,1.08,0.18,27,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_consensus_dbta_r3t24_seed02,mixed_stress,consensus_dbta,2,3,24,24,24,0,0,1.0,294.0,123.51,123.51,0.625,0.625,138.5,0.7742,0.9918,0.0508,0.7956,206.53,5.71,1.12,0.15,28,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_consensus_dbta_r3t24_seed03,mixed_stress,consensus_dbta,3,3,24,24,24,0,0,1.0,320.0,116.8,116.8,0.5833,0.5833,153.97,0.7934,0.9464,0.0566,0.765,214.65,4.69,1.0,0.15,25,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_consensus_dbta_r3t24_seed04,mixed_stress,consensus_dbta,4,3,24,24,24,0,0,1.0,282.0,96.98,96.98,0.5417,0.5417,136.57,0.8205,0.98,0.0667,0.7566,228.43,4.26,0.8,0.16,20,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_consensus_dbta_r3t24_seed05,mixed_stress,consensus_dbta,5,3,24,24,24,0,0,1.0,260.0,85.58,85.58,0.4583,0.4583,125.68,0.8807,0.9901,0.1034,0.8146,31.35,3.69,0.64,0.16,16,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_rostam_ea_r3t24_seed01,mixed_stress,rostam_ea,1,3,24,24,24,0,0,1.0,284.0,98.36,98.36,0.625,0.625,142.4,0.96,0.9878,0.2727,0.939,200.35,0.85,0.16,36.91,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_rostam_ea_r3t24_seed02,mixed_stress,rostam_ea,2,3,24,24,24,0,0,1.0,268.0,86.0,86.0,0.5,0.5,134.97,0.96,0.9878,0.2727,0.9044,130.95,0.9,0.16,39.33,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_rostam_ea_r3t24_seed03,mixed_stress,rostam_ea,3,3,24,24,24,0,0,1.0,274.0,107.52,107.52,0.6667,0.6667,145.52,0.932,0.9529,0.1765,0.9553,147.35,0.88,0.16,32.55,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_rostam_ea_r3t24_seed04,mixed_stress,rostam_ea,4,3,24,24,24,0,0,1.0,262.0,78.5,78.5,0.4583,0.4583,127.83,0.8807,0.9901,0.1034,0.8977,174.75,0.92,0.16,35.1,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_rostam_ea_r3t24_seed05,mixed_stress,rostam_ea,5,3,24,24,24,0,0,1.0,206.0,65.97,65.97,0.4167,0.4167,114.6,0.932,0.9972,0.1765,0.9644,139.44,1.17,0.16,35.78,4,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_ahe_mrta_v3_r3t24_seed01,robot_failure,ahe_mrta_v3,1,3,24,24,24,0,0,1.0,392.0,188.94,188.94,0.3333,0.3333,182.07,0.7742,0.9918,0.0508,0.7498,279.15,11.17,2.92,4.87,73,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_ahe_mrta_v3_r3t24_seed02,robot_failure,ahe_mrta_v3,2,3,24,24,24,0,0,1.0,332.0,152.42,152.42,0.1667,0.1667,158.91,0.7805,1.0,0.0526,0.8508,100.94,10.3,2.28,5.72,57,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_ahe_mrta_v3_r3t24_seed03,robot_failure,ahe_mrta_v3,3,3,24,24,24,0,0,1.0,308.0,150.05,150.05,0.1667,0.1667,152.22,0.7805,1.0,0.0526,0.8979,213.95,10.32,2.12,6.38,53,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_ahe_mrta_v3_r3t24_seed04,robot_failure,ahe_mrta_v3,4,3,24,24,24,0,0,1.0,336.0,180.65,180.65,0.3333,0.3333,161.74,0.7742,0.9918,0.0508,0.7897,76.64,11.61,2.6,5.56,65,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_ahe_mrta_v3_r3t24_seed05,robot_failure,ahe_mrta_v3,5,3,24,24,24,0,0,1.0,296.0,122.44,122.44,0.1667,0.1667,144.03,0.8348,0.9977,0.0732,0.7972,183.93,9.32,1.84,8.1,46,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_big_mrta_r3t24_seed01,robot_failure,big_mrta,1,3,24,24,19,0,5,0.7917,900.0,257.94,95.82,0.2917,0.1053,100.38,0.9328,0.9956,0.2571,0.8005,188.25,12.0,9.0,0.1,180,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_big_mrta_r3t24_seed02,robot_failure,big_mrta,2,3,24,24,19,0,5,0.7917,900.0,255.3,92.49,0.2083,0.0,105.98,0.9328,0.9956,0.2571,0.8022,88.13,12.0,9.0,0.1,180,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_big_mrta_r3t24_seed03,robot_failure,big_mrta,3,3,24,24,21,0,3,0.875,900.0,191.01,93.44,0.1667,0.0476,97.16,0.913,0.9966,0.1765,0.7836,169.34,12.0,8.1818,0.1,180,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_big_mrta_r3t24_seed04,robot_failure,big_mrta,4,3,24,24,19,0,5,0.7917,900.0,240.74,74.1,0.2083,0.0,89.85,0.9328,0.9956,0.2571,0.8573,21.15,12.0,9.0,0.1,180,0,0.0,gazebo,0,1,0.0526,
exp_robot_failure_big_mrta_r3t24_seed05,robot_failure,big_mrta,5,3,24,24,20,0,4,0.8333,900.0,204.36,70.44,0.1667,0.0,93.46,0.9662,0.9956,0.3913,0.7695,176.93,12.0,8.5714,0.09,180,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_consensus_dbta_r3t24_seed01,robot_failure,consensus_dbta,1,3,24,24,24,0,0,1.0,310.0,163.15,163.15,0.4583,0.4583,144.02,0.7742,0.9918,0.0508,0.7586,197.05,7.35,1.52,0.18,38,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_consensus_dbta_r3t24_seed02,robot_failure,consensus_dbta,2,3,24,24,24,0,0,1.0,266.0,116.91,116.91,0.125,0.125,126.34,0.7805,1.0,0.0526,0.8337,218.75,4.96,0.88,0.18,22,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_consensus_dbta_r3t24_seed03,robot_failure,consensus_dbta,3,3,24,24,24,0,0,1.0,300.0,136.15,136.15,0.25,0.25,144.18,0.8205,0.98,0.0667,0.7713,205.25,5.6,1.12,0.18,28,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_consensus_dbta_r3t24_seed04,robot_failure,consensus_dbta,4,3,24,24,24,0,0,1.0,304.0,123.63,123.63,0.25,0.25,150.76,0.8807,0.9901,0.1034,0.7929,232.94,4.14,0.84,0.21,21,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_consensus_dbta_r3t24_seed05,robot_failure,consensus_dbta,5,3,24,24,22,0,2,0.9167,900.0,302.01,250.01,0.5417,0.5,135.99,0.6453,0.749,0.0327,0.7007,645.15,2.87,1.8696,0.16,43,0,0.0,gazebo,0,7,0.3043,
exp_robot_failure_rostam_ea_r3t24_seed01,robot_failure,rostam_ea,1,3,24,24,24,0,0,1.0,310.0,133.04,133.04,0.2083,0.2083,155.3,0.9143,0.9757,0.1429,0.8617,241.06,0.39,0.08,48.04,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_rostam_ea_r3t24_seed02,robot_failure,rostam_ea,2,3,24,24,24,0,0,1.0,200.0,89.73,89.73,0.0833,0.0833,104.98,0.96,0.9878,0.2727,0.9295,95.85,0.6,0.08,47.78,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_rostam_ea_r3t24_seed03,robot_failure,rostam_ea,3,3,24,24,24,0,0,1.0,232.0,99.62,99.62,0.0833,0.0833,112.84,0.8889,1.0,0.1111,0.8997,143.04,0.52,0.08,49.55,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_rostam_ea_r3t24_seed04,robot_failure,rostam_ea,4,3,24,24,24,0,0,1.0,220.0,97.26,97.26,0.2083,0.2083,108.87,0.8807,0.9901,0.1034,0.9116,60.11,0.55,0.08,50.7,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_rostam_ea_r3t24_seed05,robot_failure,rostam_ea,5,3,24,24,24,0,0,1.0,252.0,107.01,107.01,0.125,0.125,119.65,0.8807,0.9901,0.1034,0.9331,77.14,0.48,0.08,51.56,2,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_ahe_mrta_v3_r10t50_seed01,deadline_pressure,ahe_mrta_v3,1,10,50,50,50,0,0,1.0,347.0,66.56,66.56,0.2,0.2,238.75,0.8929,0.8929,0.25,0.7886,0.0,3.8,0.4314,32.24,22,0,0.0,gazebo,0,4,0.08,
exp_deadline_pressure_ahe_mrta_v3_r10t50_seed02,deadline_pressure,ahe_mrta_v3,2,10,50,50,48,0,2,0.96,369.0,80.33,69.93,0.18,0.1458,238.93,0.8862,0.8862,0.2525,0.8093,0.0,3.58,0.449,33.01,22,0,0.0,gazebo,0,2,0.0408,
exp_deadline_pressure_ahe_mrta_v3_r10t50_seed03,deadline_pressure,ahe_mrta_v3,3,10,50,50,49,0,1,0.98,375.0,84.85,80.25,0.22,0.2041,252.62,0.8795,0.8795,0.2331,0.8642,0.0,4.16,0.52,28.24,26,0,0.0,gazebo,0,3,0.0612,
exp_deadline_pressure_ahe_mrta_v3_r10t50_seed04,deadline_pressure,ahe_mrta_v3,4,10,50,50,50,0,0,1.0,378.0,82.65,82.65,0.22,0.22,231.28,0.7622,0.7622,0.1136,0.7303,0.0,4.6,0.5686,24.73,29,0,0.0,gazebo,0,7,0.14,
exp_deadline_pressure_ahe_mrta_v3_r10t50_seed05,deadline_pressure,ahe_mrta_v3,5,10,50,50,48,0,2,0.96,372.0,77.17,66.47,0.28,0.25,253.56,0.893,0.893,0.266,0.7988,0.0,3.71,0.4694,33.08,23,0,0.0,gazebo,0,4,0.0816,
exp_deadline_pressure_big_mrta_r10t50_seed01,deadline_pressure,big_mrta,1,10,50,50,37,0,13,0.74,389.0,109.37,35.37,0.26,0.0,109.34,0.9441,0.9441,0.5525,0.9648,0.0,12.03,2.0526,0.42,78,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r10t50_seed02,deadline_pressure,big_mrta,2,10,50,50,36,0,14,0.72,390.0,118.07,37.99,0.28,0.0,98.47,0.8526,0.8526,0.3086,0.843,0.0,12.0,2.1081,0.41,78,0,0.0,gazebo,2,0,0.0,
exp_deadline_pressure_big_mrta_r10t50_seed03,deadline_pressure,big_mrta,3,10,50,50,39,0,11,0.78,384.0,106.96,47.44,0.24,0.0256,150.56,0.9447,0.9447,0.5291,0.92,0.0,12.03,1.925,0.35,77,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r10t50_seed04,deadline_pressure,big_mrta,4,10,50,50,34,0,16,0.68,391.0,130.61,39.6,0.34,0.0294,119.68,0.8758,0.8758,0.3788,0.8396,0.0,11.97,2.2286,0.42,78,0,0.0,gazebo,2,1,0.027,
exp_deadline_pressure_big_mrta_r10t50_seed05,deadline_pressure,big_mrta,5,10,50,50,35,0,15,0.7,385.0,132.02,40.31,0.36,0.0857,134.73,0.8566,0.8566,0.3279,0.8041,0.0,12.0,2.1389,0.44,77,0,0.0,gazebo,2,0,0.0,
exp_deadline_pressure_consensus_dbta_r10t50_seed01,deadline_pressure,consensus_dbta,1,10,50,50,45,0,5,0.9,377.0,99.28,75.86,0.46,0.4,199.68,0.77,0.77,0.1418,0.7414,0.0,1.59,0.2174,1.11,10,0,0.0,gazebo,0,6,0.1277,
exp_deadline_pressure_consensus_dbta_r10t50_seed02,deadline_pressure,consensus_dbta,2,10,50,50,43,0,7,0.86,385.0,126.95,91.29,0.46,0.3721,178.37,0.658,0.658,0.0943,0.6613,0.0,2.34,0.3409,1.07,15,0,0.0,gazebo,1,13,0.2889,
