timestamp_s,event_type,robot_id,task_id,strategy,latency_ms
30.000,allocation_run,,,ahe_mrta_v3,1.21
35.000,allocation_run,,,ahe_mrta_v3,0.78
40.000,allocation_run,,,ahe_mrta_v3,0.86
45.000,allocation_run,,,ahe_mrta_v3,0.68
50.000,allocation_run,,,ahe_mrta_v3,0.62
55.000,allocation_run,,,ahe_mrta_v3,0.63
60.000,allocation_run,,,ahe_mrta_v3,0.53
65.000,allocation_run,,,ahe_mrta_v3,0.77
70.000,allocation_run,,,ahe_mrta_v3,0.73
75.000,allocation_run,,,ahe_mrta_v3,0.75
80.000,allocation_run,,,ahe_mrta_v3,0.78
85.000,allocation_run,,,ahe_mrta_v3,0.47
90.000,allocation_run,,,ahe_mrta_v3,0.82
95.000,allocation_run,,,ahe_mrta_v3,2.29
100.000,allocation_run,,,ahe_mrta_v3,2.01
105.000,allocation_run,,,ahe_mrta_v3,1.23
110.000,allocation_run,,,ahe_mrta_v3,1.45
115.000,allocation_run,,,ahe_mrta_v3,1.63
120.000,allocation_run,,,ahe_mrta_v3,1.82
125.000,allocation_run,,,ahe_mrta_v3,1.04
130.000,allocation_run,,,ahe_mrta_v3,0.76
135.000,allocation_run,,,ahe_mrta_v3,0.83
