timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,5.95
35.000,ahe_mrta_v3,2,10,3.51
40.000,ahe_mrta_v3,3,10,0.24
45.000,ahe_mrta_v3,4,10,2.18
50.000,ahe_mrta_v3,5,10,3.08
55.000,ahe_mrta_v3,6,10,3.26
60.000,ahe_mrta_v3,7,10,2.27
65.000,ahe_mrta_v3,8,8,2.84
70.000,ahe_mrta_v3,9,7,3.13
75.000,ahe_mrta_v3,10,6,2.54
80.000,ahe_mrta_v3,11,5,2.27
85.000,ahe_mrta_v3,12,5,3.70
90.000,ahe_mrta_v3,13,6,1.64
95.000,ahe_mrta_v3,14,6,2.17
100.000,ahe_mrta_v3,15,5,1.06
105.000,ahe_mrta_v3,16,5,1.48
110.000,ahe_mrta_v3,17,5,1.00
115.000,ahe_mrta_v3,18,5,1.28
120.000,ahe_mrta_v3,19,5,1.41
125.000,ahe_mrta_v3,20,5,0.82
130.000,ahe_mrta_v3,21,5,1.00
135.000,ahe_mrta_v3,22,5,0.57
140.000,ahe_mrta_v3,23,5,0.65
145.000,ahe_mrta_v3,24,5,0.43
150.000,ahe_mrta_v3,25,5,1.03
