timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
35.000,ahe_mrta_v3,1,10,1.28
40.000,ahe_mrta_v3,2,10,0.70
45.000,ahe_mrta_v3,3,10,0.71
50.000,ahe_mrta_v3,4,10,0.65
55.000,ahe_mrta_v3,5,10,0.83
60.000,ahe_mrta_v3,6,10,0.58
65.000,ahe_mrta_v3,7,10,0.71
70.000,ahe_mrta_v3,8,9,0.75
75.000,ahe_mrta_v3,9,9,0.72
80.000,ahe_mrta_v3,10,8,0.63
85.000,ahe_mrta_v3,11,7,0.63
90.000,ahe_mrta_v3,12,7,0.56
95.000,ahe_mrta_v3,13,6,0.87
100.000,ahe_mrta_v3,14,5,1.22
105.000,ahe_mrta_v3,15,6,0.97
110.000,ahe_mrta_v3,16,6,0.77
115.000,ahe_mrta_v3,17,5,0.43
120.000,ahe_mrta_v3,18,5,0.56
125.000,ahe_mrta_v3,19,5,0.79
130.000,ahe_mrta_v3,20,5,0.54
135.000,ahe_mrta_v3,21,5,0.66
140.000,ahe_mrta_v3,22,5,0.52
145.000,ahe_mrta_v3,23,5,0.31
150.000,ahe_mrta_v3,24,5,0.49
155.000,ahe_mrta_v3,25,5,0.51
160.001,ahe_mrta_v3,26,5,0.67
