timestamp_s,robot_id,x,y,battery_state,nav_state,avail_state,current_task_id,failure_flag
32.000,robot_1,0.000,-0.000,0,0,0,,0
32.000,robot_2,0.000,-0.000,0,0,0,,0
32.000,robot_3,0.000,-0.000,0,0,0,,0
32.000,robot_4,0.000,-0.000,0,0,0,,0
32.000,robot_5,0.000,-0.000,0,0,0,,0
34.000,robot_1,0.000,-0.000,0,0,0,,0
34.000,robot_2,0.000,-0.000,0,0,0,,0
34.000,robot_3,0.000,-0.000,0,0,0,,0
34.000,robot_4,0.000,-0.000,0,0,0,,0
34.000,robot_5,0.000,-0.000,0,0,0,,0
36.000,robot_1,0.198,0.004,0,1,0,task_002,0
36.000,robot_2,0.197,0.000,0,1,0,task_022,0
36.000,robot_3,0.197,-0.005,0,1,0,task_018,0
36.000,robot_4,0.078,-0.013,0,1,0,task_005,0
36.000,robot_5,0.073,-0.000,0,1,0,task_021,0
38.000,robot_1,0.586,0.024,0,1,0,task_002,0
38.000,robot_2,0.566,0.000,0,1,0,task_022,0
38.000,robot_3,0.584,-0.040,0,1,0,task_018,0
38.000,robot_4,0.364,-0.163,0,1,0,task_005,0
38.000,robot_5,0.586,-0.011,0,1,0,task_021,0
40.000,robot_1,1.093,0.084,0,1,0,task_002,0
40.000,robot_2,0.752,0.000,0,1,0,task_019,0
40.000,robot_3,1.100,-0.116,0,1,0,task_018,0
40.000,robot_4,0.738,-0.526,0,1,0,task_005,0
40.000,robot_5,1.107,-0.033,0,1,0,task_021,0
42.000,robot_1,1.592,0.236,0,1,0,task_002,0
42.000,robot_2,0.579,0.090,0,1,0,task_019,0
42.000,robot_3,1.617,-0.186,0,1,0,task_018,0
42.000,robot_4,1.087,-0.913,0,1,0,task_005,0
42.000,robot_5,1.626,-0.084,0,1,0,task_021,0
44.000,robot_1,2.106,0.319,0,1,0,task_002,0
44.000,robot_2,0.066,0.171,0,1,0,task_019,0
44.000,robot_3,2.134,-0.256,0,1,0,task_018,0
44.000,robot_4,1.443,-1.294,0,1,0,task_005,0
44.000,robot_5,2.133,-0.202,0,1,0,task_021,0
46.000,robot_1,2.610,0.446,0,1,0,task_002,0
46.000,robot_2,-0.454,0.206,0,1,0,task_019,0
46.000,robot_3,2.646,-0.355,0,1,0,task_018,0
46.000,robot_4,1.796,-1.678,0,1,0,task_005,0
46.000,robot_5,2.616,-0.396,0,1,0,task_021,0
48.000,robot_1,2.943,0.757,0,1,0,task_002,0
48.000,robot_2,-0.975,0.238,0,1,0,task_019,0
48.000,robot_3,3.154,-0.473,0,1,0,task_018,0
48.000,robot_4,2.144,-2.067,0,1,0,task_005,0
48.000,robot_5,2.947,-0.752,0,1,0,task_021,0
50.002,robot_1,3.140,1.368,0,1,0,task_002,0
50.002,robot_2,-1.592,0.343,0,1,0,task_019,0
50.002,robot_3,3.781,-0.625,0,1,0,task_018,0
50.002,robot_4,2.573,-2.549,0,1,0,task_005,0
50.002,robot_5,3.065,-1.381,0,1,0,task_021,0
52.000,robot_1,3.207,1.751,0,1,0,task_002,0
52.000,robot_2,-1.781,0.405,0,1,0,task_019,0
52.000,robot_3,4.160,-0.710,0,1,0,task_018,0
52.000,robot_4,2.833,-2.838,0,1,0,task_005,0
52.000,robot_5,3.068,-1.770,0,1,0,task_021,0
54.000,robot_1,3.307,2.263,0,1,0,task_002,0
54.000,robot_2,-1.781,0.405,0,1,0,task_011,0
54.000,robot_3,4.672,-0.808,0,1,0,task_018,0
54.000,robot_4,3.175,-3.232,0,1,0,task_005,0
54.000,robot_5,3.057,-2.292,0,1,0,task_021,0
56.000,robot_1,3.436,2.904,0,1,0,task_002,0
56.000,robot_2,-1.843,0.354,0,1,0,task_011,0
56.000,robot_3,5.321,-0.887,0,1,0,task_018,0
56.000,robot_4,3.610,-3.720,0,1,0,task_005,0
56.000,robot_5,3.050,-2.946,0,1,0,task_021,0
58.000,robot_1,3.521,3.284,0,1,0,task_002,0
58.000,robot_2,-2.270,0.211,0,1,0,task_011,0
58.000,robot_3,5.700,-0.978,0,1,0,task_018,0
58.000,robot_4,3.866,-4.013,0,1,0,task_005,0
58.000,robot_5,3.049,-3.335,0,1,0,task_021,0
60.000,robot_1,3.642,3.782,0,1,0,task_002,0
60.000,robot_2,-2.780,0.160,0,1,0,task_011,0
60.000,robot_3,6.194,-1.113,0,1,0,task_018,0
60.000,robot_4,4.209,-4.394,0,1,0,task_005,0
60.000,robot_5,3.049,-3.847,0,1,0,task_021,0
62.000,robot_1,3.787,4.283,0,1,0,task_002,0
62.000,robot_2,-3.294,0.075,0,1,0,task_011,0
62.000,robot_3,6.696,-1.255,0,1,0,task_018,0
62.000,robot_4,4.554,-4.785,0,1,0,task_005,0
62.000,robot_5,3.050,-4.369,0,1,0,task_021,0
64.000,robot_1,3.948,4.779,0,1,0,task_002,0
64.000,robot_2,-3.795,-0.071,0,1,0,task_011,0
64.000,robot_3,7.198,-1.396,0,1,0,task_018,0
64.000,robot_4,4.896,-5.179,0,1,0,task_005,0
64.000,robot_5,3.050,-4.891,0,1,0,task_021,0
66.000,robot_1,4.122,5.271,0,1,0,task_002,0
66.000,robot_2,-4.288,-0.240,0,1,0,task_011,0
66.000,robot_3,7.699,-1.543,0,1,0,task_018,0
66.000,robot_4,5.266,-5.545,0,1,0,task_005,0
66.000,robot_5,3.050,-5.412,0,1,0,task_021,0
68.000,robot_1,4.317,5.754,0,1,0,task_002,0
68.000,robot_2,-4.745,-0.485,0,1,0,task_011,0
68.000,robot_3,8.197,-1.695,0,1,0,task_018,0
68.000,robot_4,5.665,-5.815,0,1,0,task_005,0
68.000,robot_5,3.050,-5.934,0,1,0,task_021,0
70.000,robot_1,4.533,6.229,0,1,0,task_002,0
70.000,robot_2,-5.000,-0.888,0,1,0,task_011,0
70.000,robot_3,8.651,-1.851,0,1,0,task_018,0
70.000,robot_4,5.793,-5.889,0,1,0,task_023,0
