timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,10,1.23
35.000,ahe_mrta_v3,2,10,0.76
40.000,ahe_mrta_v3,3,10,0.71
45.000,ahe_mrta_v3,4,10,0.86
50.000,ahe_mrta_v3,5,10,0.27
55.000,ahe_mrta_v3,6,10,0.28
60.000,ahe_mrta_v3,7,10,0.83
65.000,ahe_mrta_v3,8,9,0.61
70.000,ahe_mrta_v3,9,8,0.80
75.000,ahe_mrta_v3,10,8,0.64
80.000,ahe_mrta_v3,11,8,0.91
85.000,ahe_mrta_v3,12,8,1.07
90.000,ahe_mrta_v3,13,8,0.75
95.000,ahe_mrta_v3,14,8,1.17
100.000,ahe_mrta_v3,15,8,1.12
105.000,ahe_mrta_v3,16,8,1.13
110.000,ahe_mrta_v3,17,8,1.07
115.000,ahe_mrta_v3,18,8,1.00
120.000,ahe_mrta_v3,19,8,0.82
125.000,ahe_mrta_v3,20,8,0.86
130.000,ahe_mrta_v3,21,8,0.83
135.000,ahe_mrta_v3,22,8,0.89
140.000,ahe_mrta_v3,23,8,0.80
145.000,ahe_mrta_v3,24,8,0.84
150.000,ahe_mrta_v3,25,8,0.56
155.000,ahe_mrta_v3,26,7,0.86
