timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
35.000,ahe_mrta_v3,1,10,0.92
40.000,ahe_mrta_v3,2,10,0.54
45.000,ahe_mrta_v3,3,10,0.27
50.000,ahe_mrta_v3,4,10,0.59
55.000,ahe_mrta_v3,5,10,0.53
60.000,ahe_mrta_v3,6,10,0.52
65.000,ahe_mrta_v3,7,10,0.26
70.000,ahe_mrta_v3,8,10,0.71
75.000,ahe_mrta_v3,9,8,0.59
80.000,ahe_mrta_v3,10,8,0.58
85.000,ahe_mrta_v3,11,8,0.61
90.000,ahe_mrta_v3,12,8,0.51
95.000,ahe_mrta_v3,13,8,0.65
100.000,ahe_mrta_v3,14,8,0.51
105.000,ahe_mrta_v3,15,8,0.62
110.000,ahe_mrta_v3,16,8,0.56
115.000,ahe_mrta_v3,17,8,0.60
120.000,ahe_mrta_v3,18,8,0.54
125.000,ahe_mrta_v3,19,8,0.55
130.000,ahe_mrta_v3,20,8,0.36
135.000,ahe_mrta_v3,21,8,0.52
140.000,ahe_mrta_v3,22,8,0.58
145.000,ahe_mrta_v3,23,8,0.65
150.000,ahe_mrta_v3,24,8,0.65
155.000,ahe_mrta_v3,25,8,0.59
160.000,ahe_mrta_v3,26,8,0.58
165.000,ahe_mrta_v3,27,8,0.59
