timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,8,4.56
60.000,ahe_mrta_v3,2,9,2.67
65.000,ahe_mrta_v3,3,8,1.49
70.000,ahe_mrta_v3,4,5,0.99
75.000,ahe_mrta_v3,5,5,1.52
80.000,ahe_mrta_v3,6,5,1.43
85.000,ahe_mrta_v3,7,4,0.95
90.000,ahe_mrta_v3,8,5,1.51
95.000,ahe_mrta_v3,9,5,1.07
100.000,ahe_mrta_v3,10,5,1.38
105.000,ahe_mrta_v3,11,5,1.90
110.000,ahe_mrta_v3,12,5,1.52
115.000,ahe_mrta_v3,13,4,1.21
120.000,ahe_mrta_v3,14,4,1.86
125.000,ahe_mrta_v3,15,4,2.00
130.000,ahe_mrta_v3,16,5,1.98
135.000,ahe_mrta_v3,17,5,1.73
140.000,ahe_mrta_v3,18,5,1.23
145.000,ahe_mrta_v3,19,5,1.04
150.000,ahe_mrta_v3,20,5,1.52
155.000,ahe_mrta_v3,21,5,1.22
160.000,ahe_mrta_v3,22,4,1.26
165.000,ahe_mrta_v3,23,4,1.18
170.000,ahe_mrta_v3,24,4,1.05
175.000,ahe_mrta_v3,25,4,0.91
180.000,ahe_mrta_v3,26,4,0.99
185.000,ahe_mrta_v3,27,4,0.88
190.000,ahe_mrta_v3,28,4,1.15
195.000,ahe_mrta_v3,29,5,0.74
