experiment_id,scenario,strategy,seed,robot_count,target_count,tasks_total,tasks_completed,tasks_failed,tasks_remaining,task_completion_rate,makespan_s,average_task_delay,average_task_delay_completed,deadline_violation_rate,deadline_violation_rate_completed,total_travel_distance,workload_balance,workload_balance_active,workload_balance_legacy_variance,travel_distance_balance,failure_recovery_time,failure_recovery_time_censored,replanning_frequency,allocation_instability,mean_decision_latency_ms,communication_messages,communication_bytes,rosbag_size_mb,source
exp_deadline_pressure_rostam_ea_r5t25_seed08,deadline_pressure,rostam_ea,8,5,25,25,25,0,0,1.0000,197.0,82.16,82.16,0.4400,0.4400,134.34,0.9398,0.9398,0.3846,0.8404,0.00,0.00,0.30,0.0385,91.80,1,0,0.0,gazebo
