timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
75.000,ahe_mrta_v3,1,10,7.04
80.000,ahe_mrta_v3,2,10,2.77
85.000,ahe_mrta_v3,3,10,0.21
90.000,ahe_mrta_v3,4,10,0.22
95.000,ahe_mrta_v3,5,10,0.18
100.000,ahe_mrta_v3,6,10,0.28
105.000,ahe_mrta_v3,7,10,3.51
110.000,ahe_mrta_v3,8,10,2.44
115.001,ahe_mrta_v3,9,9,2.67
120.000,ahe_mrta_v3,10,8,1.59
125.000,ahe_mrta_v3,11,8,2.10
130.000,ahe_mrta_v3,12,8,1.34
135.000,ahe_mrta_v3,13,8,0.97
140.000,ahe_mrta_v3,14,8,1.62
145.000,ahe_mrta_v3,15,8,1.25
150.000,ahe_mrta_v3,16,8,1.23
155.000,ahe_mrta_v3,17,8,1.35
160.000,ahe_mrta_v3,18,8,1.13
165.000,ahe_mrta_v3,19,7,0.86
170.000,ahe_mrta_v3,20,7,0.94
175.000,ahe_mrta_v3,21,6,0.71
180.000,ahe_mrta_v3,22,5,0.78
185.000,ahe_mrta_v3,23,4,0.99
190.000,ahe_mrta_v3,24,4,0.87
195.000,ahe_mrta_v3,25,3,1.06
