timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,5,2.46
35.000,ahe_mrta_v3,2,10,2.71
40.000,ahe_mrta_v3,3,10,1.14
45.000,ahe_mrta_v3,4,10,1.60
50.000,ahe_mrta_v3,5,10,1.60
55.000,ahe_mrta_v3,6,10,1.58
60.000,ahe_mrta_v3,7,10,1.54
65.000,ahe_mrta_v3,8,10,1.17
70.000,ahe_mrta_v3,9,8,0.99
75.000,ahe_mrta_v3,10,8,0.96
80.000,ahe_mrta_v3,11,8,1.12
85.000,ahe_mrta_v3,12,8,0.76
90.000,ahe_mrta_v3,13,8,0.88
95.000,ahe_mrta_v3,14,8,0.84
100.000,ahe_mrta_v3,15,8,0.63
105.000,ahe_mrta_v3,16,8,0.91
110.000,ahe_mrta_v3,17,8,0.97
115.000,ahe_mrta_v3,18,7,0.88
120.000,ahe_mrta_v3,19,6,0.67
125.000,ahe_mrta_v3,20,5,0.99
130.000,ahe_mrta_v3,21,5,0.68
135.000,ahe_mrta_v3,22,5,0.63
