timestamp_s,strategy,alloc_num,tasks_in_queues,latency_ms
30.000,ahe_mrta_v3,1,5,2.76
35.000,ahe_mrta_v3,2,10,2.29
40.001,ahe_mrta_v3,3,10,1.00
45.000,ahe_mrta_v3,4,10,1.30
50.000,ahe_mrta_v3,5,10,1.14
55.000,ahe_mrta_v3,6,9,0.70
60.000,ahe_mrta_v3,7,8,0.76
65.000,ahe_mrta_v3,8,8,1.28
70.000,ahe_mrta_v3,9,7,0.83
75.000,ahe_mrta_v3,10,6,0.68
80.000,ahe_mrta_v3,11,6,0.94
85.000,ahe_mrta_v3,12,6,0.74
90.000,ahe_mrta_v3,13,6,0.68
95.000,ahe_mrta_v3,14,5,1.09
100.000,ahe_mrta_v3,15,5,1.44
105.000,ahe_mrta_v3,16,5,1.09
110.000,ahe_mrta_v3,17,6,1.17
115.000,ahe_mrta_v3,18,5,0.61
120.000,ahe_mrta_v3,19,5,0.54
125.000,ahe_mrta_v3,20,5,0.66
130.000,ahe_mrta_v3,21,5,0.60
135.001,ahe_mrta_v3,22,5,0.73
140.000,ahe_mrta_v3,23,5,0.61
145.000,ahe_mrta_v3,24,5,0.91
150.000,ahe_mrta_v3,25,5,0.64
155.000,ahe_mrta_v3,26,5,0.49
160.000,ahe_mrta_v3,27,5,0.43
